标题,开发商,房子信息,发布信息,售价/万,单价
美的三期，环境好，适合老人小孩居住,美的蝴蝶海三期 -梅山岛,2室2厅 | 79.58平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,10人关注 / 7个月以前发布,89,"11,184元/平"
业主诚售，楼层好采光好，户型方正,甬兴新村 -长丰,2室1厅 | 69.49平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,7人关注 / 5个月以前发布,243,"34,970元/平"
时代新居 小面积低总价，70年产权天然气 房东诚心出售,时代新居 -段塘,2室1厅 | 50.79平米 | 南 | 精装 | 低楼层(共15层)  | 塔楼,1人关注 / 3个月以前发布,115,"22,643元/平"
"户型方正格局好,精致装修，配套齐全",银亿上上城 -潘火,2室1厅 | 76.23平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,77人关注 / 9个月以前发布,210,"27,549元/平"
精装平层 70年产权住宅，民用水电,康桥风尚 -文教,1室0厅 | 38.78平米 | 北 | 精装 | 中楼层(共17层)  | 塔楼,4人关注 / 4个月以前发布,67,"17,277元/平"
新精装修，户型方正 采光好全亮间 广济 小区环境优雅,二耀庭小区 -白云,2室1厅 | 66.8平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,6人关注 / 6个月以前发布,160,"23,953元/平"
维科馨院精装2房  拎包入住  业主诚售,维科馨院西区 -古林,2室2厅 | 83.65平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,0人关注 / 2个月以前发布,228,"27,257元/平"
急售好房 73平 实用两房 精装修 位置中庭随时看,福明家园 -福明,2室2厅 | 73.24平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,218,"29,766元/平"
房东换大户型，诚心出售，电梯房，地铁口,清泉花园 -庄市,2室2厅 | 60.48平米 | 北 | 简装 | 高楼层(共7层)  | 板塔结合,0人关注 / 3个月以前发布,148,"24,471元/平"
颐璟园三期~不靠高速~位置好楼层好，阳光刺眼,颐璟园三期 -潘火,3室2厅 | 89.96平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,2人关注 / 3个月以前发布,299,"33,237元/平"
精装修 采光好 户型正 实用面积更大,水岸枫情 -古林,2室1厅 | 60.25平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,6人关注 / 6个月以前发布,225,"37,345元/平"
卖面桥简装两房，楼层好，通风好 业主诚心出售,卖面桥小区徐家新村 -集士港,2室1厅 | 64.79平米 | 南 | 简装 | 中楼层(共10层)  | 塔楼,1人关注 / 一年前发布,145,"22,380元/平"
广厦怡庭南区 精装修  楼层佳 户型好  生活配套齐全,广厦怡庭南区 -江北万达,2室1厅 | 55.17平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,163,"29,546元/平"
格兰 精装修  小面积 保养好,格兰星辰 -高桥,3室2厅 | 84.9平米 | 南 | 精装 | 高楼层(共23层)  | 板楼,21人关注 / 一年前发布,199,"23,440元/平"
朱雀新村 2室1厅 南,朱雀新村 -百丈,2室1厅 | 52.86平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 9个月以前发布,156.8,"29,664元/平"
海悦公寓70年产权住宅，民水民电教育基地一路之隔,海悦公寓 -戚家山,2室2厅 | 47.96平米 | 北 | 其他 | 低楼层(共18层)  | 板塔结合,0人关注 / 7个月以前发布,89,"18,558元/平"
后河小区 中庭位置 楼层佳  双地铁,后河小区 -西门,2室1厅 | 60.8平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,182,"29,935元/平"
此房楼幢位置好前面中庭 装修保养好,绿城深蓝公寓 -高新区,1室1厅 | 36.24平米 | 北 | 精装 | 低楼层(共21层)  | 板楼,0人关注 / 3个月以前发布,52,"14,349元/平"
宁波老外滩 三江口 位置好 70年产权电梯房 江景房,同方杰座 -中马,2室1厅 | 55.55平米 | 东北 | 简装 | 中楼层(共30层)  | 暂无数据,1人关注 / 3个月以前发布,155,"27,903元/平"
太古城，地铁1号线沿线，诚心出售,太古城 -东柳,2室1厅 | 46.01平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,9人关注 / 9个月以前发布,128,"27,821元/平"
太古城小面积一居室，房东诚心出售,太古城 -东柳,1室1厅 | 38.61平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,16人关注 / 11个月以前发布,115,"29,786元/平"
此房有一个三四十平方小院子.配套设施齐全，交通便利.,碧桂园碧玥府 -集士港,3室2厅 | 114.61平米 | 南 | 毛坯 | 11层  | 板塔结合,7人关注 / 一年前发布,240,"20,941元/平"
此房户型三开间朝南，楼层采光视野无遮挡,景瑞望府 -姜山,3室2厅 | 89.25平米 | 南 | 毛坯 | 中楼层(共28层)  | 板楼,0人关注 / 2个月以前发布,210,"23,530元/平"
石碶 轻纺城江南绿洲70年产权 小户型 成交快,江南绿洲 -石碶,2室1厅 | 50.41平米 | 东南 | 精装 | 5层  | 板楼,14人关注 / 11个月以前发布,100,"19,838元/平"
世纪城一期自带空调，24小时热水，拎包入住房子出售,竹溪园 -杭州湾新区,2室2厅 | 97.67平米 | 南 | 简装 | 低楼层(共20层)  | 板楼,20人关注 / 9个月以前发布,65,"6,656元/平"
128广场旁蔚蓝水岸精装 采光好 通透 交通方便 配套好,蔚蓝水岸 -下应,2室2厅 | 84.39平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 3个月以前发布,215,"25,477元/平"
西首边套，高楼层，精装修拎包入住，全亮间，采光充足,惊驾名庭A区 -明楼,2室1厅 | 88.36平米 | 南 | 精装 | 高楼层(共15层)  | 板楼,5人关注 / 一年前发布,272,"30,784元/平"
急售好房 精装修 拎包入住 看房方便,应嘉丽园 -庄桥,2室1厅 | 70.28平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,18人关注 / 5个月以前发布,142,"20,205元/平"
殷家花园刚需户型，南北通，中间楼层，小区人车分流,殷家花园 -潘火,2室1厅 | 80.9平米 | 南 | 精装 | 中楼层(共24层)  | 板塔结合,1人关注 / 3个月以前发布,212,"26,206元/平"
颐和名苑  环境舒适 适合居住 进出方便,颐和名苑 -洪塘,2室2厅 | 90.87平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,185,"20,359元/平"
卖面桥简装两房，楼层好，通风好 业主诚心出售,卖面桥小区徐家新村 -集士港,2室1厅 | 64.79平米 | 南 | 简装 | 中楼层(共10层)  | 塔楼,1人关注 / 一年前发布,145,"22,380元/平"
格兰 精装修  小面积 保养好,格兰星辰 -高桥,3室2厅 | 84.9平米 | 南 | 精装 | 高楼层(共23层)  | 板楼,21人关注 / 一年前发布,199,"23,440元/平"
"户型方正格局好,精致装修，配套齐全",银亿上上城 -潘火,2室1厅 | 76.23平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,77人关注 / 9个月以前发布,210,"27,549元/平"
业主诚售，楼层好采光好，户型方正,甬兴新村 -长丰,2室1厅 | 69.49平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,7人关注 / 5个月以前发布,243,"34,970元/平"
生活配套齐全  楼层好  不影响采光,涨浦景苑 -新明,2室1厅 | 77.28平米 | 南 | 简装 | 中楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,186,"24,069元/平"
颐璟园三期~不靠高速~位置好楼层好，阳光刺眼,颐璟园三期 -潘火,3室2厅 | 89.96平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,2人关注 / 3个月以前发布,299,"33,237元/平"
时代新居 小面积低总价，70年产权天然气 房东诚心出售,时代新居 -段塘,2室1厅 | 50.79平米 | 南 | 精装 | 低楼层(共15层)  | 塔楼,1人关注 / 3个月以前发布,115,"22,643元/平"
维科馨院精装2房  拎包入住  业主诚售,维科馨院西区 -古林,2室2厅 | 83.65平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,0人关注 / 2个月以前发布,228,"27,257元/平"
出入方便，生活便利，户型方正，房东诚心卖,盛世天城二期 -中河,2室2厅 | 77.41平米 | 西北 | 精装 | 32层  | 板塔结合,0人关注 / 2个月以前发布,208,"26,870元/平"
急售好房 73平 实用两房 精装修 位置中庭随时看,福明家园 -福明,2室2厅 | 73.24平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,218,"29,766元/平"
楼层好，视野开阔，装修清爽，采光足,灵桥小区 -天一广场,2室1厅 | 60.47平米 | 南 | 精装 | 中楼层(共7层)  | 塔楼,3人关注 / 3个月以前发布,168,"27,783元/平"
此房读广济，东恩，出门就月湖公园，低总价，双地铁口,迎凤街29/35/41号 -月湖公园,2室1厅 | 52.74平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,136,"25,787元/平"
五江湾 2室2厅 南,五江湾 -高桥,2室2厅 | 83.58平米 | 南 | 精装 | 中楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,239,"28,596元/平"
青林湾六期，全亮套型 诚意出售 ，钥匙房欢迎看,青林湾六期 -望春,2室1厅 | 88.08平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,15人关注 / 6个月以前发布,278,"31,563元/平"
楼层好三房户型，利用率大，北面有10平建议实地看房,格兰星辰 -高桥,3室2厅 | 83.75平米 | 南 | 毛坯 | 高楼层(共23层)  | 板楼,19人关注 / 一年前发布,189.99,"22,686元/平"
标准三房三开间朝南南北通采光不影响 安静适合居住,大发海隽府 -高桥,3室2厅 | 112.51平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,2人关注 / 一年前发布,280,"24,887元/平"
2015年小区，人车分流，环境好，户型棒，业主急急急急,悦澜湾 -邱隘,2室2厅 | 84.56平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,178,"21,051元/平"
此房带产权车位，户型好可直接拎包入住,江岚苑 -杭州湾新区,2室1厅 | 85.19平米 | 东南 | 简装 | 低楼层(共33层)  | 板楼,7人关注 / 9个月以前发布,73,"8,570元/平"
"户型方正,中间楼层采光好，地铁1号线长乐站800米",望春四季苑 -高桥,3室2厅 | 95.27平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 27天以前发布,210,"22,043元/平"
姚江湾二期，精装修，位置很好，户型很好，西边套,姚江湾2期天源 -江北万达,4室2厅 | 113.28平米 | 南 | 精装 | 26层  | 板楼,0人关注 / 17天以前发布,468,"41,314元/平"
商品小区   环境优美   诚心出售  欢迎带看,信达万科东望 -东钱湖,3室2厅 | 88.16平米 | 南 | 精装 | 低楼层(共14层)  | 板楼,0人关注 / 19天以前发布,240,"27,224元/平"
三开间朝南，双阳台，楼层好，精装好房,祥生君麟府 -奉化区,3室1厅 | 131.3平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 22天以前发布,205,"15,614元/平"
凤凰城板块，世茂湾新装大三室，近地铁，高楼层视野佳,世茂·世界湾花园南区 -新碶,3室2厅 | 137.78平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 29天以前发布,439,"31,863元/平"
地铁口幸福苑里面的锦秀花园！楼层好！双阳台西边套,幸福苑社区 -福明,3室1厅 | 80.65平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,20人关注 / 一年前发布,240,"29,759元/平"
南裕二村两室一厅房东诚心出售  看房方便,南裕二村 -南部商务区,2室1厅 | 56.32平米 | 南 北 | 精装 | 低楼层(共23层)  | 塔楼,4人关注 / 一年前发布,179,"31,783元/平"
带幼儿园的锦诚明都，绿化立体感的小区,锦诚明都 -新明,4室2厅 | 174平米 | 东 南 | 精装 | 中楼层(共11层)  | 板楼,17人关注 / 一年前发布,389,"22,357元/平"
此房楼层位置好，房东诚心售。户型格局好。,飞虹新村南区 -长丰,3室2厅 | 97.2平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,278,"28,601元/平"
户型正气，两房朝南，客厅朝东，精装修，保养的好,金色珑庭 -中河,3室1厅 | 106.11平米 | 东 南 | 简装 | 18层  | 板楼,13人关注 / 6个月以前发布,345,"32,514元/平"
颐璟园小高层精装三房两厅诚心出售,颐璟园三期 -潘火,3室2厅 | 87.15平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,23人关注 / 4个月以前发布,310,"35,571元/平"
沧海名苑 小面积低总价 地铁近 交通便利 房东诚心出售,沧海名苑 -福明,3室1厅 | 77.81平米 | 东南 | 简装 | 低楼层(共15层)  | 板楼,16人关注 / 6个月以前发布,169,"21,720元/平"
"雍城世家，南部商务区高档小区,物业服务态度也很好",中海雍城世家二期 -南部商务区,1室1厅 | 56.46平米 | 南 | 精装 | 34层  | 板塔结合,0人关注 / 3个月以前发布,235,"41,623元/平"
荣安香园 次新小区 自带幼儿园游泳池 房东诚心出售,荣安香园 -潘火,3室2厅 | 88.55平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 2个月以前发布,300,"33,880元/平"
望京人文 地段好 户型方正 双阳台 采光好 单价低,望京人文 -高塘,3室2厅 | 109平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,308,"28,257元/平"
银亿上上城 3室2厅 南,银亿上上城 -潘火,3室2厅 | 80.96平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 5个月以前发布,228,"28,163元/平"
学府一号 2室1厅 西,学府一号 -南部商务区,2室1厅 | 39.92平米 | 西 | 其他 | 中楼层(共14层)  | 板楼,4人关注 / 7个月以前发布,59.5,"14,905元/平"
一梯一户，安全隐私性好，三房 ，中高楼层 采光好,万科城 -庄市,3室2厅 | 107.96平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,275,"25,473元/平"
婚装三年 ，楼层好 ，小区绿化环境好 ，物业好,世茂滨江府 -江北万达,3室2厅 | 131.94平米 | 南 | 精装 | 中楼层(共22层)  | 板楼,19人关注 / 一年前发布,498,"37,745元/平"
视野宽阔，得房率好，交通便捷，配套齐全！,公元世家一期 -庄市,3室1厅 | 82.8平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,10人关注 / 4个月以前发布,240,"28,986元/平"
小区商品房，环境绿化好，得房率高,蔚蓝水岸 -下应,3室1厅 | 85.99平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,20人关注 / 8个月以前发布,230,"26,748元/平"
景瑞望府  精装修 楼层好  位置很好,景瑞望府 -姜山,3室2厅 | 89.19平米 | 南 | 精装 | 高楼层(共24层)  | 板塔结合,16人关注 / 6个月以前发布,235,"26,349元/平"
此房户型不错交通便利，楼层好，房东诚心出售。,甬兴新村 -长丰,3室1厅 | 79.74平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,265,"33,234元/平"
星河晨光 精装3房 拎包入住 视野好 70年产权,星河晨光A区 -潘火,3室1厅 | 124.65平米 | 北 | 精装 | 高楼层(共32层)  | 塔楼,23人关注 / 6个月以前发布,209.8,"16,832元/平"
惊驾名庭电梯房 精装 中间楼层 房东诚心出售,惊驾名庭A区 -明楼,3室1厅 | 107.95平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,1人关注 / 7个月以前发布,310,"28,717元/平"
诚意出售，看房方便，欢迎大家来看房,宁波华侨城 -东柳,3室2厅 | 105.69平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,2人关注 / 一年前发布,272,"25,736元/平"
"东莺新村，户型方正,采光刺眼，拎包入住",东莺新村 -潘火,3室2厅 | 88.66平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,23人关注 / 一年前发布,209,"23,574元/平"
长河新村小区，老精装修，采光好，环境优美， 位置优,长河新路1号 -戚家山,3室1厅 | 76.91平米 | 南 | 精装 | 中楼层(共4层)  | 暂无数据,1人关注 / 8个月以前发布,118,"15,343元/平"
天一家园三室两卫 自住 保养好,天一家园二期 -望春,3室2厅 | 116.01平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,2人关注 / 11个月以前发布,295,"25,429元/平"
视野开阔，采光充足，配套设施齐全,樱花园 -东胜,3室2厅 | 75.8平米 | 南 | 精装 | 7层  | 板楼,0人关注 / 2个月以前发布,235,"31,003元/平"
合生精装2室出售，小区自带幼儿园,合生国际城 -庄市,2室2厅 | 89.54平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,38人关注 / 一年前发布,225,"25,129元/平"
房子采光通风兼好，简易生活设施齐全,临江小区 -蛟川,3室2厅 | 82.29平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,12人关注 / 一年前发布,147,"17,864元/平"
地铁口，实验旁边，2室加车棚，格局好,虹桥小区 -蛟川,2室2厅 | 66.71平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,130,"19,488元/平"
本房旁边配套齐全，菜市场，饭店一应俱全，生活便利..,白鹭园 -杭州湾新区,2室1厅 | 61.9平米 | 南 | 简装 | 中楼层(共24层)  | 板楼,11人关注 / 6个月以前发布,55,"8,886元/平"
百丈花园小面积 中间楼层 简装 随时看 德培,百丈花园 -潘火,3室1厅 | 73.47平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,18人关注 / 7个月以前发布,193,"26,270元/平"
新上房源，交通方便距离近，适合居住,鸿顺家园 -大碶,2室2厅 | 84.3平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,178,"21,116元/平"
舜大雍景苑3房，有车棚，有露台，满五唯一。,雍景苑 -石碶,3室2厅 | 84.21平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,9人关注 / 3个月以前发布,192,"22,801元/平"
小区新改造满五唯一底总价2房朝南清爽装保养好户型方,安泰社区 -白云,2室1厅 | 60.03平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,14人关注 / 9个月以前发布,133,"22,156元/平"
