标题,开发商,房子信息,发布信息,售价/万,单价
中南家园A区三房，拎包入，房东诚心出售，看房方便,中南家园 -湖滨商业街,3室1厅 | 74.48平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 4天以前发布,103,"13,830元/平"
时代城（锡溪名邸） 3室2厅 南 北,时代城（锡溪名邸） -钱桥,3室2厅 | 97.23平米 | 南 北 | 精装 | 高楼层(共29层)  | 板楼,0人关注 / 19天以前发布,150,"15,428元/平"
此房满五 ， 通透格局，拎包入住，采光充足.,晴山蓝城 -钱桥,3室1厅 | 104.55平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 30天以前发布,153,"14,635元/平"
好楼层，前排采光，视野无遮挡。装修保养好,蓝光五彩城 -东亭,3室2厅 | 87.17平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,175,"20,076元/平"
金科世界城大三房 大阳台 户型方正 自住精装,金科世界城C区 -中桥,3室2厅 | 121.58平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,268,"22,044元/平"
水韵园 精装大3房 南北通风 好楼层,洛城·水韵园 -洛社,3室2厅 | 130.36平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,0人关注 / 23天以前发布,179,"13,732元/平"
水岸花城 户型好 楼层好 位置好,水岸花城 -钱桥,3室2厅 | 132.15平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 29天以前发布,175,"13,243元/平"
次新小区  满五唯一 业主保养好 看房方便,阳光100米娅公馆 -西漳,3室2厅 | 119.18平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 18天以前发布,167,"14,013元/平"
太湖金色水岸 5室2厅 南,太湖金色水岸 -马山,5室2厅 | 282.68平米 | 南 | 毛坯 | 低楼层(共2层)  | 暂无数据,0人关注 / 28天以前发布,740,"26,179元/平"
美的公园天下，精装小三房，拎包入住！,美的公园天下一期 -安镇,3室2厅 | 89.38平米 | 南 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 18天以前发布,226,"25,286元/平"
新湖苑小区 顶楼带阁楼 精装修 拎包入住 预约看房,新湖苑小区 -东港,3室2厅 | 138.19平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 29天以前发布,109,"7,888元/平"
西水东溯园 3室1厅 南,西水东溯园 -迎龙桥,3室1厅 | 155.61平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,3人关注 / 30天以前发布,598,"38,430元/平"
红豆清华苑 三房两卫洋房 精装修 双阳台,红豆清华苑 -东港,3室2厅 | 125.3平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 27天以前发布,159,"12,690元/平"
宜东苑 精装三房 电梯房 楼层优秀 看房方便,宜东苑北区 -东港,3室2厅 | 111.06平米 | 南 北 | 精装 | 低楼层(共11层)  | 暂无数据,0人关注 / 29天以前发布,125,"11,256元/平"
精装 阳光城市花园C区 南北TONG 价格可谈 诚心卖,阳光城市花园C区 -中桥,3室1厅 | 146.07平米 | 南 | 精装 | 高楼层(共24层)  | 板塔结合,1人关注 / 29天以前发布,380,"26,015元/平"
满五唯一，赛维拉假日花园顶复二层带露台，装修保养好,赛维拉假日花园 -东亭,4室2厅 | 140平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 24天以前发布,245,"17,500元/平"
小区中间位置，装修自住，采光视野好，上二泉,蓝光五彩城 -东亭,3室2厅 | 93.05平米 | 南 北 | 精装 | 中楼层(共31层)  | 板塔结合,0人关注 / 20天以前发布,190,"20,420元/平"
九龙仓碧玺精装修 大三房  拎包入住  房东诚心出售,九龙仓碧玺A区 -扬名,3室2厅 | 128.42平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,1人关注 / 24天以前发布,330,"25,697元/平"
国信洋房，带地下室，小区绿化环境好,国信世家溪园 -坊前,5室2厅 | 137.55平米 | 南 北 | 简装 | 低楼层(共4层)  | 板楼,0人关注 / 19天以前发布,290,"21,084元/平"
洛城雅锦园 次新小区 中上楼层 大三房 南套户型,洛城雅锦园 -洛社,3室2厅 | 118.74平米 | 南 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 25天以前发布,153,"12,886元/平"
国联品源 三开间朝南 纯毛坯 户型通透,小天鹅北苑 -山北,3室2厅 | 137.5平米 | 南 北 | 毛坯 | 高楼层(共20层)  | 板楼,0人关注 / 20天以前发布,280,"20,364元/平"
长江国际 6室1厅 东南 南,长江国际 -澄江街道,6室1厅 | 170.56平米 | 东南 南 | 精装 | 高楼层(共5层)  | 暂无数据,0人关注 / 17天以前发布,219.8,"12,887元/平"
嘉德人车分流，7层小洋房 套内使用面积相当高层170平,嘉德花园 -北大街,4室2厅 | 142.94平米 | 南 | 精装 | 中楼层(共4层)  | 塔楼,0人关注 / 27天以前发布,350,"24,486元/平"
格局通透，楼层好视野开阔，房东诚心出售,明发·国际新城（西区） -西漳,3室2厅 | 121.41平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,0人关注 / 20天以前发布,202,"16,638元/平"
百乐和园 洋房 得房率高 视野宽阔 采光充足,百乐和园 -钱桥,4室1厅 | 134.27平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 30天以前发布,270,"20,109元/平"
新上 东亭地铁口，精装顶带阁，房东自主家具家电齐全,春合苑北区 -东亭,3室1厅 | 96.7平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 30天以前发布,140,"14,478元/平"
梅园地铁口，精装修两年，三楼，三房两卫，诚心出售,香雪苑 -梅园,3室2厅 | 124.53平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 17天以前发布,208,"16,703元/平"
边套 恒大精装大三房 自住装修 家电全留 景观层 随看,恒大御澜湾 -东北塘,3室2厅 | 131.88平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 20天以前发布,205,"15,545元/平"
东林分校次新房，保利融侨悦府毛坯三房，采光视野好,保利融侨时光印象 -广益,3室2厅 | 95.78平米 | 南 | 毛坯 | 中楼层(共34层)  | 板楼,0人关注 / 17天以前发布,200,"20,882元/平"
小区配套成熟，设施齐全，户型方正，两房朝南,芦庄六区 -扬名,3室1厅 | 84.05平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 15天以前发布,99,"11,779元/平"
满两年自住精装 三开间朝南 楼层居中 户型方正,孔雀雅园 -扬名,3室2厅 | 98.92平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 5天以前发布,225,"22,746元/平"
多友大厦 精装修自住 三房 满五年唯一 随时看房诚心卖,多友大厦 -江溪,3室2厅 | 157.96平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 14天以前发布,220,"13,928元/平"
万科玖著，带装修，业主自住，距离地铁交通方便,万科天一玖著 -西漳,4室2厅 | 129平米 | 南 北 | 精装 | 低楼层(共8层)  | 板楼,0人关注 / 14天以前发布,316,"24,497元/平"
太湖锦园、毛坯3房出售、看房方便、车位1个和中秧空调,太湖锦园 -梅园,3室2厅 | 182平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 暂无数据,1人关注 / 8天以前发布,400,"21,979元/平"
地铁口，精装大三房，楼层好，户型方正，保养新拎包住,金岸世家二期 -钱桥,3室2厅 | 126.5平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 16天以前发布,178,"14,072元/平"
前排视野采光好 三开朝南户型 位置不吵 诚意售,世茂时光里 -北大街,3室2厅 | 88.21平米 | 东南 | 精装 | 中楼层(共34层)  | 暂无数据,0人关注 / 7天以前发布,185,"20,973元/平"
【中建溪岸官邸】精装修三房，位置好，房东诚售,中建溪岸观邸 -河埒口,3室2厅 | 127.4平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 13天以前发布,285,"22,371元/平"
西上海华府天地 3室2厅 南,西上海华府天地 -湖滨商业街,3室2厅 | 145.87平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,0人关注 / 16天以前发布,360,"24,680元/平"
房子满五唯一的 自住 不靠高架 看房方便的 提前联系,新洲人家 -旺庄,3室2厅 | 123.86平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 19天以前发布,170,"13,726元/平"
阳光花园大三房 东边套，希盛幼儿园旁 采光好无遮挡,阳光城市花园C区 -中桥,3室2厅 | 152.51平米 | 南 | 简装 | 低楼层(共24层)  | 板塔结合,1人关注 / 16天以前发布,388,"25,441元/平"
新江南小区 地铁 家乐福 看房方便 环境优美,新江南花园 -清名桥,3室2厅 | 149.49平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,0人关注 / 16天以前发布,370,"24,751元/平"
朝南户型好，两梯两户得房率高，户型好，采光佳,榭丽花园D区 -前洲,3室2厅 | 148.63平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 13天以前发布,145,"9,756元/平"
春潮花园一期 三房两厅两卫 户型好采光好 房东诚心卖,春潮花园一区 -旺庄,3室2厅 | 122.25平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 19天以前发布,110,"8,998元/平"
香山名园 2室1厅 南 北,香山名园 -旺庄,2室1厅 | 92.88平米 | 南 北 | 简装 | 高楼层(共36层)  | 板楼,0人关注 / 7天以前发布,135,"14,535元/平"
嘉德水韵金阁 4室1厅 南,嘉德水韵金阁 -河埒口,4室1厅 | 134.15平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 12天以前发布,265,"19,755元/平"
中间楼层 采光无遮挡 户型方正 看房随时,叙成里 -江溪,1室1厅 | 45.83平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 7天以前发布,58,"12,656元/平"
瑞雪家园 中层2房 南北 通风 采光无遮挡 看房方便,瑞雪家园 -扬名,2室1厅 | 91.23平米 | 南 | 简装 | 低楼层(共28层)  | 平房,0人关注 / 8天以前发布,126,"13,812元/平"
前进花园 3室1厅 南 北,前进花园 -江溪,3室1厅 | 96平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 4天以前发布,135,"14,063元/平"
中海珑玺 3室2厅 南,中海珑玺 -塘铁桥,3室2厅 | 89.38平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 7天以前发布,255,"28,530元/平"
房子新，小高层，物业好，环境好，车位充足，绿化好，,时代上河 -塘南,4室2厅 | 144.31平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,0人关注 / 14天以前发布,400,"27,719元/平"
新都会洋房，中间楼层，采光无遮挡，自住装修,新都会花园 -旺庄,3室2厅 | 112.84平米 | 南 北 | 精装 | 中楼层(共9层)  | 暂无数据,0人关注 / 14天以前发布,175,"15,509元/平"
保利香槟国际带车位出售，满五唯一，精装修看房方便,保利香槟国际 -长广溪/大学城,3室2厅 | 146.37平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 7天以前发布,450,"30,745元/平"
洛社新苑一村 精装大三房 阁楼可使用面积大,新苑一村 -洛社,2室1厅 | 102.45平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 15天以前发布,85,"8,297元/平"
洛社新苑一村 精装大三房 阁楼可使用面积大,新苑一村 -洛社,2室1厅 | 102.45平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 15天以前发布,85,"8,297元/平"
尚东雅园一期 精装三房 全屋地暖 带车位 诚心出售,尚东雅园 -旺庄,3室1厅 | 131.97平米 | 东 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 18天以前发布,227,"17,201元/平"
金城湾公园旁边 金瑞家园 采光好 配套设施齐全,金瑞家园 -扬名,3室2厅 | 136.21平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 14天以前发布,210,"15,418元/平"
圣园 3室2厅 南,圣园 -马山,3室2厅 | 130平米 | 南 | 精装 | 高楼层(共5层)  | 暂无数据,0人关注 / 7天以前发布,190,"14,616元/平"
富力桃园 满五唯一 中间楼层视野好 精装修 带车位,富力桃园 -旺庄,3室2厅 | 88.32平米 | 南 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 11天以前发布,158,"17,890元/平"
香山名园 自住保养好 满五唯一（无个税） 三号线200米,香山名园 -旺庄,2室1厅 | 104.69平米 | 南 | 精装 | 低楼层(共36层)  | 板楼,0人关注 / 11天以前发布,135,"12,896元/平"
全屋地暖，自住精装，双阳台四房,金科世界城B区 -中桥,4室2厅 | 180.07平米 | 南 | 精装 | 高楼层(共35层)  | 板楼,0人关注 / 16天以前发布,429,"23,825元/平"
阳光100北区 商品房小区 带装修 价格实惠 三房,阳光100国际新城北区 -西漳,3室2厅 | 109.23平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 16天以前发布,137,"12,543元/平"
华府凤凰楼层新装修未入住 全新出售,嘉利华府庄园十区 -堰桥,4室1厅 | 118.22平米 | 东南 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 11天以前发布,210,"17,764元/平"
融创森邻 小三房 自住保养好 南北通透 家私全留,融创森邻森邻 -生态园,3室2厅 | 89.34平米 | 南 北 | 精装 | 低楼层(共31层)  | 塔楼,0人关注 / 16天以前发布,150,"16,790元/平"
龙湖物业正大万物城 业主自住装修 户型方正 方便看房,正大万物城 -生态园,3室2厅 | 112.97平米 | 南 | 精装 | 低楼层(共9层)  | 暂无数据,0人关注 / 15天以前发布,210,"18,590元/平"
红色洋楼 溪郡精装大三居 central空调加墙暖 带车位,融创城溪郡 -融创文化旅游城,3室2厅 | 128.68平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 8天以前发布,317,"24,635元/平"
金丰观湖铂庭 5室3厅 南 北,金丰观湖铂庭 -梅园,5室3厅 | 264.49平米 | 南 北 | 毛坯 | 下叠(共8层)  | 板楼 | 叠拼别墅 ,0人关注 / 8天以前发布,570,"21,551元/平"
绿地世纪城三期 5室2厅 南 北,绿地世纪城三期 -堰桥,5室2厅 | 125.62平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 8天以前发布,278,"22,131元/平"
精装 保养好 高楼层 视野好，采光好，看房方便,栖霞栖庭 -新体育中心,3室2厅 | 90.13平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,1人关注 / 16天以前发布,255,"28,293元/平"
业主诚信出售 采光无遮挡 户型方正,北翔广场 -黄巷,3室1厅 | 123.01平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 8天以前发布,120,"9,756元/平"
业主自住，产权清晰，格局合理，诚心出售,香珺苑 -梅村,3室1厅 | 98.04平米 | 南 | 精装 | 低楼层(共14层)  | 板楼,0人关注 / 8天以前发布,145,"14,790元/平"
新上 龙栖湾花园 精装复式三房 户型方正 满五 随时看,龙栖湾 -钱桥,3室2厅 | 105.52平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 11天以前发布,150,"14,216元/平"
中式江南水乡风光别墅 可满五过户 位置好双外可买,阳光100汀枫渡 -西漳,7室1厅 | 189.01平米 | 南 | 精装 | 3层  | 板塔结合 | 联排别墅 ,0人关注 / 11天以前发布,435,"23,015元/平"
复地精装修洋房 一梯两户 得房率高 小区安静适居住,复地公园城邦 -堰桥,3室2厅 | 125.26平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 6天以前发布,252,"20,119元/平"
蓝光五彩城 边套双卫设计 次新小区 不怕烂尾,蓝光五彩城 -东亭,3室2厅 | 99.97平米 | 东 南 北 | 简装 | 高楼层(共19层)  | 板楼,0人关注 / 13天以前发布,182,"18,206元/平"
紫金新城 总高6楼电梯洋房精装修家具家电齐全拎包入住,紫金新城 -安镇,3室2厅 | 120.49平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 13天以前发布,175,"14,525元/平"
理想城市十期精装修大三房现代风全新装修保养好,理想城市花园十期 -堰桥,3室2厅 | 114.75平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 7天以前发布,238,"20,741元/平"
精装三房，看房方便，诚心出售，拎包入住,阳光城市花园B区 -中桥,3室2厅 | 127.64平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,1人关注 / 11天以前发布,430,"33,689元/平"
观山名筑北区二期精装带阁楼封闭阳台，全天阳光充足！,观山名筑北区 -塘铁桥,3室2厅 | 115.52平米 | 南 | 精装 | 高楼层(共9层)  | 板楼,1人关注 / 5天以前发布,300,"25,970元/平"
此房 满五唯一的  精装四房 拎包入住的 诚心出售,富力城A区 -江溪,4室2厅 | 109.75平米 | 南 | 精装 | 低楼层(共29层)  | 板楼,0人关注 / 14天以前发布,188,"17,130元/平"
紫金门花苑南区 3室1厅 南,紫金门花苑南区 -上马墩,3室1厅 | 121.31平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 7天以前发布,250,"20,609元/平"
电梯洋房，采光通风好，精装修，看房方便,明发·国际新城（西区） -西漳,3室2厅 | 115.28平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,1人关注 / 11天以前发布,190.5,"16,525元/平"
春潮花园三区，东区，三居室，出行方便,春潮花园三区 -旺庄,3室2厅 | 92.53平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 15天以前发布,98,"10,592元/平"
民丰里 商品房 满五唯一 非顶楼 户型方正 生活方便,民丰里 -黄巷,1室1厅 | 48.16平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 8天以前发布,53,"11,005元/平"
春潮花园三区，东区，三居室，出行方便,春潮花园三区 -旺庄,3室2厅 | 92.53平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 15天以前发布,98,"10,592元/平"
嘉盛维纳阳光 3室2厅 南 北,嘉盛维纳阳光 -堰桥,3室2厅 | 128.94平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 7天以前发布,270,"20,940元/平"
花郡家园·公寓 3室2厅 东 西,花郡家园·公寓 -坊前,3室2厅 | 68平米 | 东 西 | 其他 | 低楼层(共21层)  | 塔楼,0人关注 / 10天以前发布,70,"10,295元/平"
梅荆三区，精装修，前后双阳台，随时看房，拎包入住,梅荆花苑三期-西 -梅村,5室2厅 | 153.38平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 12天以前发布,155,"10,106元/平"
