标题,开发商,房子信息,发布信息,售价/万,单价
奥体谷德锦商圈 电梯三室，楼层采光好，交通便利,鸢都新城 -奥体中心,3室1厅 | 118.47平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 8天以前发布,73.8,"6,230元/平"
富华新村，交通便利，小区规划很好，适宜居住,富华新村 -谷德广场,3室1厅 | 88.65平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,11人关注 / 一年前发布,45,"5,077元/平"
位置优越，经典一室小户型，方便出行,大成优盘 -奥体中心,1室1厅 | 46.01平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,14人关注 / 一年前发布,19.3,"4,195元/平"
降价出售！万达北虞河生活城简装3室出税2明间北厅97万,虞河生活城 -则尔庄,3室2厅 | 119.01平米 | 南 北 | 简装 | 低楼层(共26层)  | 板楼,2人关注 / 11个月以前发布,94,"7,899元/平"
客厅朝阳  落地窗  一明一暗  全天无遮挡,鲁发名城德胜郡 -福乐多,2室2厅 | 92.43平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,41,"4,436元/平"
佳乐家隔壁龙凤花园精装拎包入住,龙凤花园 -坊子佳乐家,3室2厅 | 133.83平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,11人关注 / 一年前发布,66,"4,932元/平"
精装未住，宽阔大三室，南北通透,名都百盛园 -潍坊站,3室1厅 | 106.46平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,66.8,"6,275元/平"
低楼层二楼，采光好，总价低，出行购物方便。,镜湖小区 -高铁北站,3室2厅 | 84.6平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,37.2,"4,398元/平"
奥体 八九 佳乐家鸢都新城 婚房未住 两室通透,鸢都新城 -奥体中心,2室1厅 | 78.99平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,10人关注 / 一年前发布,44,"5,571元/平"
采光好通透视野宽阔，交通便利，生活方便,海王医药宿舍 -十笏园,3室1厅 | 80平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 9个月以前发布,31.8,"3,975元/平"
奥体近谷德锦近 文苑小区 多层四楼公摊低,文苑小区(潍城区) -奥体中心,3室1厅 | 100.9平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,65,"6,443元/平"
世嘉名苑多层 交通便利， 三室朝阳.双阳台,世嘉铭园 -潍坊学院,3室2厅 | 135.67平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 6个月以前发布,110,"8,108元/平"
中颐和园六楼带阁楼露台 劳斯莱斯户型 原房未动有钥匙,中颐和园 -凤凰山片区,4室2厅 | 188平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,380,"20,213元/平"
海信兰郡锦华近  精装三室，生活方便,海信兰郡 -锦绣学校东,3室2厅 | 128.86平米 | 南 北 | 精装 | 高楼层(共9层)  | 板楼,0人关注 / 一年前发布,128,"9,934元/平"
位置好交通便利，商*配套齐全购物方便，楼层好,中海大观天下三期 -市府东南,3室2厅 | 118.27平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板楼,55人关注 / 一年前发布,99,"8,371元/平"
盛世香榭里 三室两厅 南北通透 虞河水畔 宜居小区,盛世香榭里 -锦绣学校,3室1厅 | 109.72平米 | 南 北 | 简装 | 高楼层(共18层)  | 塔楼,2人关注 / 一年前发布,84,"7,656元/平"
万达 泰华 虞河 名门现代城 好房出售,名门现代城 -阳光100,3室2厅 | 132.24平米 | 南 | 精装 | 中楼层(共12层)  | 塔楼,1人关注 / 2个月以前发布,116,"8,772元/平"
高新近辰隆阳光城，大小区物业好，视野宽阔无遮挡,辰隆阳光城 -金三角,3室2厅 | 116.95平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板楼,9人关注 / 一年前发布,67,"5,729元/平"
东明近 金域华府 3室好楼座好楼层 毛坯房出税,金域华府(高新技术产业开发区) -潍坊学院,3室2厅 | 107.58平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 板塔结合,4人关注 / 5个月以前发布,85,"7,902元/平"
此房两室室朝阳，标三户型方正。公摊小，配套齐全。,东方家园(奎文) -市府东南,3室1厅 | 93.88平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,3人关注 / 5个月以前发布,80,"8,522元/平"
银行单位房 金宸公馆3号院 精装平层 带车位地下室,金宸公馆3号院 -金融广场,3室2厅 | 191.78平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,2人关注 / 一年前发布,205,"10,690元/平"
金华丽小区     楼层采光好   房子还有车库,金华丽 -市府东南,3室2厅 | 133.83平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 塔楼,5人关注 / 一年前发布,105,"7,846元/平"
渤景湾 3室1厅 东,渤景湾 -奥体中心,3室1厅 | 90.16平米 | 东 | 精装 | 中楼层(共27层)  | 塔楼,0人关注 / 1个月以前发布,65.6,"7,276元/平"
中海大观天下三室两厅两卫，采光好带车位急售！,中海大观天下三期 -市府东南,3室2厅 | 134.88平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,105,"7,785元/平"
三楼 可贷款  随时看房 好楼层 诚心出售,水巷子小区 -十笏园,3室1厅 | 75.2平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,34.8,"4,628元/平"
多层两室，采光好，有地下室，急售！,玉苑 -潍坊学院,2室2厅 | 98.63平米 | 南 北 | 简装 | 低楼层(共6层)  | 塔楼,0人关注 / 2个月以前发布,85,"8,619元/平"
巨能嘉苑 北区  好楼层 采光好 精装修 带储藏室,巨能嘉苑 -寿光市,3室2厅 | 137.43平米 | 南 北 | 精装 | 中楼层(共16层)  | 暂无数据,0人关注 / 3个月以前发布,113,"8,223元/平"
瀚声旁，观景楼层，精装3居，可直接领包入住，有车位,恒大名都 -市府东南,3室2厅 | 113.97平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,95.8,"8,406元/平"
领海国际多层楼梯房精装修 带地下室,恒信领海国际 -雷沃重工,3室1厅 | 85.65平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,54,"6,305元/平"
新华日向 配套完善 采光好 精装出税带阁楼,帝景苑 -新华中学,2室2厅 | 125.83平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,92,"7,312元/平"
H户型，毛坯原房，南北通透，出税带地下室,华光嘉苑 -锦绣学校东,3室2厅 | 151.09平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 1个月以前发布,87,"5,759元/平"
急售，近万科，西侧古德锦89医院,鸢都新城 -奥体中心,2室1厅 | 74.1平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,38,"5,129元/平"
此房满两年，精装修，带地下室，业主急售。,双羊新城 -坊子佳乐家,3室2厅 | 94.53平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,3人关注 / 一年前发布,55,"5,819元/平"
佳乐家TOP店旁，南北通透，交通便利，采光好，凤凰近,凤怡山庄 -凤凰山片区,3室2厅 | 157.52平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 塔楼,1人关注 / 一年前发布,109,"6,920元/平"
急售，近万科，西侧古德锦89医院,鸢都新城 -奥体中心,2室1厅 | 74.1平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 7个月以前发布,38,"5,129元/平"
高新南，佳乐家近，华丽世家，大三室,华丽世家 -雷沃重工,3室2厅 | 124.88平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 6个月以前发布,75,"6,006元/平"
潍柴谷德近，装修三室朝阳，非顶楼，采光好，看房方便,福惠花园 -潍柴动力,3室2厅 | 113.09平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,2人关注 / 5个月以前发布,61,"5,394元/平"
潍坊学院南门 多层 带车位 公摊小 单位房管理好,翰林新城.潍大花园 -潍坊学院,3室2厅 | 146.47平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,9人关注 / 一年前发布,138,"9,422元/平"
有钥匙 古街旁好房 小三室 带储藏室 采光充足,教育学院宿舍 -青州市,3室2厅 | 84.9平米 | 南 | 简装 | 高楼层(共4层)  | 暂无数据,1人关注 / 3个月以前发布,37,"4,359元/平"
此房满两年，精装修，带地下室，业主急售。,双羊新城 -坊子佳乐家,3室2厅 | 94.53平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,3人关注 / 一年前发布,55,"5,819元/平"
新华 电梯洋房 精装未住 视野宽阔 采光好,华安盛世樱园 -樱园,3室2厅 | 97.96平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,6人关注 / 一年前发布,116,"11,842元/平"
大观天下三期 带车位大三室 近十甲市场 吾悦广场,中海大观天下三期 -市府东南,3室2厅 | 126.03平米 | 南 | 毛坯 | 高楼层(共34层)  | 板楼,0人关注 / 5个月以前发布,108,"8,570元/平"
新海枫景！宽敞客厅180平！凤凰楼层！仅售价110万！,东城新海枫景 -锦绣学校,3室2厅 | 179.95平米 | 南 北 | 简装 | 高楼层(共17层)  | 板楼,0人关注 / 6个月以前发布,118,"6,558元/平"
虎年新气象 渤海路旁大三居 满两年 有钥匙随时看,恒信沁园 -市府东南,3室2厅 | 139.1平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,8人关注 / 8个月以前发布,102.8,"7,391元/平"
出税，楼前儿童娱乐场，观景房，纯人车分离，有车位,中海大观天下三期 -市府东南,3室2厅 | 126.03平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板楼,7人关注 / 一年前发布,102,"8,094元/平"
实验，白沙河旁，精装三室婚房，看房有钥匙。,华丽世家 -雷沃重工,3室2厅 | 94.68平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,46.3,"4,891元/平"
检察院单位房，小区全部是多层，居住人群素质高，,乐源小区 -锦绣学校东,3室2厅 | 116.14平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,5人关注 / 一年前发布,61,"5,253元/平"
房子有车位，15万精装未住，谷德茂街近，东明近,图蘭朵 -潍坊学院,3室2厅 | 135.82平米 | 南 北 | 精装 | 高楼层(共28层)  | 板楼,0人关注 / 2个月以前发布,126,"9,277元/平"
富华新村，交通便利，小区规划很好，适宜居住,富华新村 -谷德广场,3室1厅 | 88.65平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,11人关注 / 一年前发布,45,"5,077元/平"
位置优越，经典一室小户型，方便出行,大成优盘 -奥体中心,1室1厅 | 46.01平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,14人关注 / 一年前发布,19.3,"4,195元/平"
有钥匙好位置富华市府双阳台上东方、北海谷德大四居,新富锦光公寓1 -谷德广场,4室2厅 | 168.84平米 | 南 北 | 精装 | 中楼层(共16层)  | 板楼,2人关注 / 一年前发布,141,"8,352元/平"
市府广场南十甲农贸市场佳乐家近大观三期大四室,中海大观天下三期 -市府东南,4室2厅 | 176.5平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 塔楼,2人关注 / 一年前发布,176,"9,972元/平"
东城全福元东邻 三室毛坯房 电梯观景层 带车位,中南世纪城 -寿光市,3室2厅 | 141.99平米 | 南 北 | 其他 | 高楼层(共28层)  | 板塔结合,1人关注 / 一年前发布,118.8,"8,367元/平"
东明三室带地下室，南北通透采光好，谷德广场、歌尔近,金华苑 -潍坊学院,3室2厅 | 95.66平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,71,"7,423元/平"
白沙河畔，英伦风格的多层2楼，毛坯,泰晤士小镇 -坊子佳乐家,3室2厅 | 131.02平米 | 南 北 | 毛坯 | 低楼层(共9层)  | 板塔结合,8人关注 / 一年前发布,94.6,"7,221元/平"
此房满五唯一，南北通透。楼层好，采光充足，交通便利,崇文园 -坊子佳乐家,3室2厅 | 136.21平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,66,"4,846元/平"
东金一号  H户型 出税 单位房 位置好 南北通透,东金一号B区 -金融广场,3室2厅 | 130.92平米 | 南 北 | 简装 | 低楼层(共30层)  | 板塔结合,0人关注 / 2个月以前发布,102,"7,792元/平"
万达广场西 卫生小区多层好楼层 精装三室 带车库,卫生小区 -寿光市,3室2厅 | 134.45平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,100,"7,438元/平"
智群近万科古德锦旁玫瑰公馆多层全明户型,恒信·玫瑰公馆 -奥体中心,3室2厅 | 95.74平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,10人关注 / 一年前发布,72.9,"7,615元/平"
泰华城近，电梯房，毛坯可按需装修，H户型，出税,嘉和未来城 -坊子泰华,3室2厅 | 128.13平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,73,"5,698元/平"
智群 精装三室 采光好 出税 带地下室,恒信永祥苑 -奥体中心,3室1厅 | 80.08平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,55,"6,869元/平"
新华日向近 大四居 原房未住 带露台 带阳光房,置地公馆 -新华中学,5室2厅 | 212.91平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,1人关注 / 4个月以前发布,176,"8,267元/平"
富华精装修未住可拎包入住好房子来啦,富华公寓(高新技术产业开发区) -谷德广场,3室2厅 | 156.8平米 | 南 北 | 精装 | 中楼层(共20层)  | 板楼,10人关注 / 8个月以前发布,105.8,"6,748元/平"
万达商圈，成熟小区，多层二楼，三卧室朝阳，双阳台。,舜都花园(奎文区) -新华路北,3室2厅 | 156.64平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,11人关注 / 一年前发布,98,"6,257元/平"
白浪河畔 丽景苑 9楼观景房 精装,丽景苑(潍城区) -潍坊站,3室2厅 | 149.27平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 7个月以前发布,99,"6,633元/平"
碧水豪庭丽景苑 精装修 婚房微住 白浪河边观景房,丽景苑(潍城区) -潍坊站,3室2厅 | 139.23平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,4人关注 / 7个月以前发布,89,"6,393元/平"
佳乐家隔壁龙凤花园精装拎包入住,龙凤花园 -坊子佳乐家,3室2厅 | 133.83平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,11人关注 / 一年前发布,66,"4,932元/平"
客厅朝阳  落地窗  一明一暗  全天无遮挡,鲁发名城德胜郡 -福乐多,2室2厅 | 92.43平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,41,"4,436元/平"
泰华旁 精装三室 楼座位置好 物业好 供暖给力,雷沃花苑 -坊子泰华,3室2厅 | 112.17平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,73,"6,508元/平"
低楼层二楼，采光好，总价低，出行购物方便。,镜湖小区 -高铁北站,3室2厅 | 84.6平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,37.2,"4,398元/平"
潍柴谷德近，装修三室朝阳，非顶楼，采光好，看房方便,福惠花园 -潍柴动力,3室2厅 | 113.09平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,2人关注 / 5个月以前发布,61,"5,394元/平"
潍坊学院南门 多层 带车位 公摊小 单位房管理好,翰林新城.潍大花园 -潍坊学院,3室2厅 | 146.47平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,9人关注 / 一年前发布,138,"9,422元/平"
有钥匙 古街旁好房 小三室 带储藏室 采光充足,教育学院宿舍 -青州市,3室2厅 | 84.9平米 | 南 | 简装 | 高楼层(共4层)  | 暂无数据,1人关注 / 3个月以前发布,37,"4,359元/平"
近奎文实验小和广文，房子楼层好,阳光100奎文印 -阳光100,2室1厅 | 61.18平米 | 西 | 简装 | 低楼层(共19层)  | 板楼,6人关注 / 一年前发布,58,"9,481元/平"
奥体近，出税，楼层好，采光足，出行方便,渤景湾 -奥体中心,2室1厅 | 74.57平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 7个月以前发布,33.9,"4,547元/平"
中颐和园 顶层复式  楼下劳斯莱斯户型 楼上视野很好,中颐和园 -凤凰山片区,4室2厅 | 200.45平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 4个月以前发布,300,"14,967元/平"
白浪河河畔泰华商圈大三室婚房精装未住拎包入住,龙熙园小区 -十笏园,3室2厅 | 122.96平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 4个月以前发布,95.5,"7,767元/平"
中高楼层，采光好，全明户型，客厅卧室朝阳,大观二期御景央邸 -市府东南,4室2厅 | 137.09平米 | 南 北 | 毛坯 | 低楼层(共31层)  | 板楼,2人关注 / 一年前发布,111,"8,097元/平"
奎文南虞河畔，多层一楼带院，楼座好，价格含车位一个,恒信金水岸 -雷沃重工,3室2厅 | 98.81平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,80,"8,097元/平"
富贵田园多层六楼你带阁楼，标准三室有地下室采光好,富贵田园 -锦绣学校,3室2厅 | 98.77平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,52.8,"5,346元/平"
上北海不用过马路谷德一个路口厅朝阳多层2楼房型好,华都金马小区 -谷德广场,3室2厅 | 143.69平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,12人关注 / 一年前发布,142.8,"9,939元/平"
：一楼精装三室，南北通透采光好，已出税,碧水苑 -坊子老区,3室2厅 | 91.51平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,5人关注 / 一年前发布,45,"4,918元/平"
