标题,开发商,房子信息,发布信息,售价/万,单价
南北通透 采光充足 长春公园  朝阳桥轻轨,我爱我家(建阳街) -景阳广场,3室1厅 | 161.67平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 7天以前发布,130,"8,042元/平"
大禹华邦B区 精装电梯房12楼  封闭小区，家电家具都带,大禹华邦B区 -西安广场,2室1厅 | 80.95平米 | 南 北 | 精装 | 高楼层(共16层)  | 板楼,0人关注 / 1个月以前发布,62,"7,660元/平"
金色橄榄城三期 一标格局 精装修 不把山不临街 随时看,金色橄榄城三期-中邑华章 -十里堡,2室1厅 | 87平米 | 南 北 | 精装 | 低楼层(共25层)  | 板楼,1人关注 / 2个月以前发布,79.8,"9,173元/平"
南湖新村省二 两室一厅 三楼 距离近,南湖新村 -南湖,2室1厅 | 68平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,7人关注 / 一年前发布,145,"21,324元/平"
万隆国际城三期婚房装修未入住品牌家具家电拎包入住,万龙国际城三期 -北环沿线,2室1厅 | 88.89平米 | 南 北 | 精装 | 中楼层(共20层)  | 板楼,0人关注 / 1个月以前发布,78,"8,775元/平"
南城家园  2室诚心出售  看房方便,南城家园D区 -南部新城,2室1厅 | 92.55平米 | 南 北 | 精装 | 低楼层(共15层)  | 板塔结合,8人关注 / 4个月以前发布,62,"6,700元/平"
方正一居 好楼层 全天采光 功能独立 看房方便,新星宇和润B区 -南部新城,1室1厅 | 54.26平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,60,"11,058元/平"
学府世家金都小镇电梯住房，交通便利，生活配套齐全,学府世家(宽城区) -小城子,2室1厅 | 69.5平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,9人关注 / 5个月以前发布,30,"4,317元/平"
南湖新村，二楼，南北通透，户型方正,南湖新村 -南湖,2室1厅 | 54.39平米 | 南 北 | 精装 | 中楼层(共4层)  | 板楼,1人关注 / 4个月以前发布,170,"31,256元/平"
桂林路同志街西 不临街3楼    看房随时 明德总价低,桂林路 -桂林路,1室1厅 | 35.15平米 | 东 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,30,"8,535元/平"
保利金香槟 2室2厅 南 北,保利金香槟 -世界雕塑公园,2室2厅 | 92平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,118,"12,827元/平"
金色橄榄城一期   不把山不临街  南北两居室,金色橄榄城一期 -十里堡,2室1厅 | 81.66平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,68,"8,328元/平"
万龙第十城A区标准两室 南北通透 看房方便,万龙第十城A区 -北环沿线,2室1厅 | 85平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,73,"8,589元/平"
南湖新村 1室1厅 南,南湖新村 -南湖,1室1厅 | 40平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,2人关注 / 5个月以前发布,97,"24,250元/平"
中铁香堤美郡 满五唯一 南北透通好房在售,中铁香堤美郡 -长沈路,2室2厅 | 78.7平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,1人关注 / 9个月以前发布,58.8,"7,472元/平"
电梯房。非顶楼。标准格局。看房方便。,天富御苑 -北湖,2室2厅 | 90.51平米 | 南 北 | 精装 | 低楼层(共22层)  | 板塔结合,7人关注 / 4个月以前发布,57,"6,298元/平"
位置好，格局好，南北通透户型，精装修拎包入住,东皇•波尔的家 -长沈路,2室1厅 | 98平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,61.5,"6,276元/平"
碧水云天一室一厅 精装修 看房方便 采光好,碧水云天 -四联大街,1室1厅 | 56平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,0人关注 / 3个月以前发布,40,"7,143元/平"
南北通透，低楼层，不挡光.公摊小.视野宽阔，交通便利,新星宇之新观邸 -硅谷街北,2室1厅 | 89平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,3人关注 / 4个月以前发布,92,"10,338元/平"
此房南北通透 日不落采光 中间楼层 视野宽阔,吉星花园(二道区) -亚泰,2室2厅 | 86.7平米 | 南 北 | 精装 | 高楼层(共7层)  | 塔楼,30人关注 / 一年前发布,47,"5,421元/平"
产权过5唯一 出行方便 地理位置好 税费少 拎包入住,学士园 -小南,2室1厅 | 55.44平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,31,"5,592元/平"
吴中家天下一期.园区中间位置.中间楼层南北双通透,吴中家天下一期 -八里堡,2室2厅 | 89.1平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,12人关注 / 4个月以前发布,85,"9,540元/平"
诚心出售，产权过二，电梯洋房，全屋品牌精装修,保利百合香湾B区 -八里堡,2室2厅 | 90.35平米 | 南 北 | 精装 | 中楼层(共13层)  | 板楼,3人关注 / 3个月以前发布,77,"8,523元/平"
精装修 产权明晰 标准两居室 出行方便,国信御湖公馆北区 -南部新城,2室1厅 | 86平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,1人关注 / 4个月以前发布,80,"9,303元/平"
北师大小初连读 绿地城E区 89平 精装2室 中层,绿地城 -硅谷街南,2室2厅 | 89平米 | 南 北 | 精装 | 中楼层(共15层)  | 板楼,1人关注 / 3个月以前发布,99,"11,124元/平"
小两居室，采光好，拎包入住，电梯房，看房方便,澳海梦想城 -二道区周边,2室1厅 | 69.4平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,53,"7,637元/平"
万龙丽水湾 精装修两居室 产权过五唯一,万龙丽水湾 -硅谷街南,2室2厅 | 89.83平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,81,"9,018元/平"
吉林大学南岭校区新村 1室1厅 南,吉林大学南岭校区新村 -吉大南岭校区,1室1厅 | 44平米 | 南 | 简装 | 低楼层(共6层)  | 塔楼,1人关注 / 1个月以前发布,31,"7,046元/平"
房子自住，一室独立户型，随时看房,宇都和源 -硅谷街北,1室1厅 | 57平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,25人关注 / 一年前发布,40,"7,018元/平"
多层2楼。君子兰公园。出行方便。,美印雅苑 -天光路,2室1厅 | 56平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,34,"6,072元/平"
急售一室，精装修，临轻轨，小区环境好，随时看房,保利罗兰香谷 -欧亚卖场,1室1厅 | 54平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,37人关注 / 一年前发布,42.6,"7,889元/平"
万龙第十城A区标准两室 南北通透 看房方便,万龙第十城A区 -北环沿线,2室1厅 | 85平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,73,"8,589元/平"
方正一居 好楼层 全天采光 功能独立 看房方便,新星宇和润B区 -南部新城,1室1厅 | 54.26平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,60,"11,058元/平"
房子自住，一室独立户型，随时看房,宇都和源 -硅谷街北,1室1厅 | 57平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,25人关注 / 一年前发布,40,"7,018元/平"
南城家园  2室诚心出售  看房方便,南城家园D区 -南部新城,2室1厅 | 92.55平米 | 南 北 | 精装 | 低楼层(共15层)  | 板塔结合,8人关注 / 4个月以前发布,62,"6,700元/平"
学府世家金都小镇电梯住房，交通便利，生活配套齐全,学府世家(宽城区) -小城子,2室1厅 | 69.5平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,9人关注 / 5个月以前发布,30,"4,317元/平"
人民大街，解放大路，华润万象城旁，树勋小区,树勋文化小区 -平阳,2室1厅 | 60.58平米 | 南 北 | 简装 | 低楼层(共8层)  | 板楼,11人关注 / 一年前发布,74.5,"12,298元/平"
此房产权过五、精装修、中间楼层、格局方正、看房随时,蓝色港湾三期 -和顺,1室1厅 | 53.6平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,1人关注 / 3个月以前发布,45,"8,396元/平"
星宇名家 电梯房 南向 精装修 采光好,星宇名家 -红旗,2室1厅 | 51平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,34人关注 / 11个月以前发布,36,"7,059元/平"
吉盛小区多层两室 那北通透采光足视野好地铁轻轨公园,吉盛小区2期 -劳动公园,2室1厅 | 53.73平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,46,"8,562元/平"
挑空客厅，标准格局，电梯小高，看房方便,嘉惠七号院 -欧美工业园,2室1厅 | 87平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,3人关注 / 6个月以前发布,96,"11,035元/平"
2013年封闭小区，户型好 楼层好 采光好 拎包入住轻..,朝阳地矿花园 -红旗,2室1厅 | 76.76平米 | 南 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 4个月以前发布,72,"9,380元/平"
两室标准户型，中间楼层，精装修，看房方便 配套齐全,陶然庭苑 -友谊公园,2室2厅 | 83.83平米 | 南 北 | 精装 | 低楼层(共24层)  | 板塔结合,4人关注 / 3个月以前发布,75,"8,947元/平"
南湖新村   精装修  总价低   不占,南湖新村 -南湖,1室0厅 | 28.27平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,83,"29,360元/平"
融创三期多层洋房 过五唯一 举架高挑空 带露台诚售,融创上城三期 -欧亚卖场,2室2厅 | 103平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,34人关注 / 一年前发布,85,"8,253元/平"
电梯洋房，全天采光，精装修拎包入住,金色橄榄城三期-中邑华章 -十里堡,2室2厅 | 86平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,12人关注 / 4个月以前发布,98,"11,396元/平"
新星宇之洲，封闭小区，赢时物业,新星宇之洲C区 -世界雕塑公园,2室2厅 | 105平米 | 南 北 | 简装 | 低楼层(共19层)  | 板楼,6人关注 / 一年前发布,97,"9,239元/平"
师大慧仁 保利品质 满五唯一 采光好 业主诚心出售,保利春天里 -硅谷街北,2室2厅 | 90.83平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,97,"10,680元/平"
保安街  精装修 多层中间楼层 红旗街 交通便利,保安街 -红旗,2室0厅 | 52.51平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,5人关注 / 一年前发布,49,"9,332元/平"
重庆路 活力城 交通便利 非顶 出行方便,北安小区 -大经路,1室1厅 | 39.38平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,26,"6,603元/平"
力旺美林 不把不临 精装修 南北通透,力旺美林 -南部新城,2室2厅 | 81.5平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,85,"10,430元/平"
高格蓝湾 两室  两厅南北通透  地铁 轻轨 学堂 公园,昊源高格蓝湾 -劳动公园,2室2厅 | 96.77平米 | 南 北 | 精装 | 低楼层(共16层)  | 塔楼,2人关注 / 3个月以前发布,114.8,"11,864元/平"
军转办 2室1厅 南 北,军转办 -西安广场,2室1厅 | 55平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,48,"8,728元/平"
瑞凯国际二期精装南北通透两室南向不临街采光好,东安瑞凯国际二期 -南部新城,2室2厅 | 87.6平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,1人关注 / 3个月以前发布,88,"10,046元/平"
新星宇和顺，全明户型，南北通透,新星宇和顺 -长新街,2室1厅 | 77.19平米 | 南 北 | 精装 | 低楼层(共24层)  | 板塔结合,1人关注 / 2个月以前发布,67,"8,680元/平"
产权过五 价格可议  随时看房,吉盛小区4期 -劳动公园,2室1厅 | 53.75平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,6人关注 / 5个月以前发布,35,"6,512元/平"
二环内 精装修 采光充足 视野开阔,蓉桥一号C区 -站前,2室2厅 | 89.61平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 5个月以前发布,74,"8,259元/平"
生活配套齐全，小区位置好，户型标准，房主诚心出售,恒大城 -北环沿线,2室2厅 | 77.4平米 | 南 北 | 精装 | 中楼层(共31层)  | 板楼,4人关注 / 5个月以前发布,62,"8,011元/平"
文庭雅苑 2室1厅 南 北,文庭雅苑 -南湖,2室1厅 | 97.83平米 | 南 北 | 精装 | 中楼层(共14层)  | 板楼,5人关注 / 4个月以前发布,97,"9,916元/平"
上院 封闭小区 中间楼栋 中高层 精装 明厅明卧,上院 -红旗,2室2厅 | 91.5平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,105,"11,476元/平"
本房采光好  两室一厅  拎包入住,阳光路 -普阳,1室1厅 | 45.45平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,2人关注 / 5个月以前发布,25,"5,501元/平"
军转办 2室1厅 南 北,军转办 -西安广场,2室1厅 | 55平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,48,"8,728元/平"
高格蓝湾 两室  两厅南北通透  地铁 轻轨 学堂 公园,昊源高格蓝湾 -劳动公园,2室2厅 | 96.77平米 | 南 北 | 精装 | 低楼层(共16层)  | 塔楼,2人关注 / 3个月以前发布,114.8,"11,864元/平"
房子是不把山，精装，视野开阔，拎包即住,中海水岸馨都 -净月区,3室2厅 | 131平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,130,"9,924元/平"
出行方便，购物方便，距离公园近,吉盛小区1期 -劳动公园,2室1厅 | 53.4平米 | 东 西 | 简装 | 高楼层(共7层)  | 板塔结合,4人关注 / 一年前发布,35.5,"6,648元/平"
恒大檀溪郡  封闭式小区 小区环境优雅,恒大檀溪郡 -净月区,2室1厅 | 86.13平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,1人关注 / 1个月以前发布,70,"8,128元/平"
新星宇 洋房社区 南北三居 户型好 精装修 诚心出售,新星宇和润上邻B区 -南部新城,3室2厅 | 96.51平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,90,"9,326元/平"
融创三期多层洋房 过五唯一 举架高挑空 带露台诚售,融创上城三期 -欧亚卖场,2室2厅 | 103平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,34人关注 / 一年前发布,85,"8,253元/平"
电梯洋房，全天采光，精装修拎包入住,金色橄榄城三期-中邑华章 -十里堡,2室2厅 | 86平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,12人关注 / 4个月以前发布,98,"11,396元/平"
此房精装修，南北通透，随时看房，装修保持好,澳海澜庭 -硅谷街南,2室1厅 | 89平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,3人关注 / 3个月以前发布,84.3,"9,472元/平"
力旺美林 不把不临 精装修 南北通透,力旺美林 -南部新城,2室2厅 | 81.5平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,85,"10,430元/平"
重庆路 活力城 交通便利 非顶 出行方便,北安小区 -大经路,1室1厅 | 39.38平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,26,"6,603元/平"
亚泰花园桃花苑好房急售，南北通透，标准大两室。,亚泰花园桃花苑 -万通,2室2厅 | 91.49平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,79,"8,635元/平"
新上房源樱花苑好楼层3楼不临街采光好业主诚心出售,亚泰樱花苑 -万通,2室1厅 | 89.08平米 | 南 北 | 精装 | 中楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,100,"11,226元/平"
长新欧亚，园区内，伊通河旁观景房，10楼，南北，精装,保利百合香湾A区 -八里堡,2室2厅 | 89平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 3个月以前发布,78,"8,765元/平"
位置好，楼层适中，全天采光，户型方正,东安瑞凯国际一期 -南部新城,2室1厅 | 80平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,15人关注 / 3个月以前发布,65,"8,125元/平"
此房满五，顶楼，适合一家人，近南湖，出行方便。,南湖新村 -南湖,1室1厅 | 54平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,6人关注 / 一年前发布,123,"22,778元/平"
总价低 房款少 中间楼层 装修,恒盛豪庭 -硅谷街南,1室1厅 | 66.98平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,1人关注 / 3个月以前发布,40,"5,972元/平"
本房采光好  两室一厅  拎包入住,阳光路 -普阳,1室1厅 | 45.45平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,2人关注 / 5个月以前发布,25,"5,501元/平"
文庭雅苑 2室1厅 南 北,文庭雅苑 -南湖,2室1厅 | 97.83平米 | 南 北 | 精装 | 中楼层(共14层)  | 板楼,5人关注 / 4个月以前发布,97,"9,916元/平"
产权满五唯一 视野好 采光好 配套齐全,保利罗兰香谷 -欧亚卖场,2室2厅 | 87.71平米 | 南 北 | 精装 | 高楼层(共15层)  | 板楼,0人关注 / 1个月以前发布,104,"11,858元/平"
南湖新村，视野好，采光好，楼层好，户型好，不把不临,南湖新村 -南湖,2室1厅 | 53.4平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,9人关注 / 5个月以前发布,110,"20,600元/平"
一楼 不带花园 精装修 随时看房,枫林园 -欧美工业园,2室2厅 | 81.2平米 | 南 北 | 精装 | 低楼层(共14层)  | 板楼,0人关注 / 1个月以前发布,79.8,"9,828元/平"
万晟幸福里，小户型，精装修，看房随时,万晟幸福里 -南部新城,2室1厅 | 70.8平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,60,"8,475元/平"
加5万得车位，楼层好，视野开阔，首付不高,中海寰宇天下C区 -二道区周边,2室1厅 | 78平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,4人关注 / 6个月以前发布,65,"8,334元/平"
