标题,开发商,房子信息,发布信息,售价/万,单价
泰达润景园北苑 2室2厅 南,泰达润景园北苑 -柳叶湖,2室2厅 | 99.5平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 2天以前发布,83.8,"8,423元/平"
碧桂园天悦湾 3室2厅 南,碧桂园天悦湾 -桥南,3室2厅 | 120平米 | 南 | 其他 | 低楼层(共27层)  | 暂无数据,0人关注 / 3个月以前发布,56.8,"4,734元/平"
皇经阁小区 3室2厅 南,皇经阁小区 -甘露寺,3室2厅 | 120平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,45,"3,750元/平"
三一 穿紫河风光带  园林式小区  精装3房 南北通透,碧水江南 -三闾,3室2厅 | 122平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,21人关注 / 一年前发布,79,"6,476元/平"
江南城区，桃花源大桥毛坯三房低楼层诚意出售！,华邦国际 -桥南,3室2厅 | 141平米 | 南 | 毛坯 | 低楼层(共27层)  | 板塔结合,7人关注 / 一年前发布,68,"4,823元/平"
御景江南，阳明湖公园，过江隧道，华中城，紫御豪庭，,银通·金鼎湾 -桥南,3室2厅 | 120.23平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,5人关注 / 一年前发布,63,"5,240元/平"
江南城区 玉花楼 永安 南城天街 鼎城置业毛坯出售,鼎城置业 -桥南,3室2厅 | 135平米 | 南 | 毛坯 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,38,"2,815元/平"
中梁滨江首府 4室2厅 南,中梁滨江首府 -桥南,4室2厅 | 128.48平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,62.8,"4,888元/平"
南金城二区 4室2厅 南,南金城二区 -桥南,4室2厅 | 133.19平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 3个月以前发布,69.8,"5,241元/平"
御景江南，阳明湖公园，过江隧道，华中城，紫御豪庭，,银通·金鼎湾 -桥南,3室2厅 | 120.23平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,5人关注 / 一年前发布,63,"5,240元/平"
三一 穿紫河风光带  园林式小区  精装3房 南北通透,碧水江南 -三闾,3室2厅 | 122平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,21人关注 / 一年前发布,79,"6,476元/平"
江南城区，桃花源大桥毛坯三房低楼层诚意出售！,华邦国际 -桥南,3室2厅 | 141平米 | 南 | 毛坯 | 低楼层(共27层)  | 板塔结合,7人关注 / 一年前发布,68,"4,823元/平"
三桥旁边 副食城 南金城三房 电梯中层 采光通透,顺沅南金城一区 -桥南,3室2厅 | 129.56平米 | 南 | 毛坯 | 中楼层(共32层)  | 暂无数据,1人关注 / 8个月以前发布,68.8,"5,311元/平"
恒大北正街旁电梯毛坯三房，南北通透，纯板房，满两年,紫金城金色世纪一期 -火车站,3室2厅 | 121.5平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 一年前发布,92,"7,573元/平"
南坪花苑 3室2厅 南,南坪花苑 -火车站,3室2厅 | 123.65平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,2人关注 / 4个月以前发布,69.9,"5,654元/平"
临甘露寺  一医院  六中  三室两厅两卫,御泽园 -甘露寺,3室2厅 | 131.36平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,80,"6,091元/平"
莱茵小镇楼梯好楼层，毛坯房诚意出售,莱茵小镇二区 -桥南,4室2厅 | 122平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,62.8,"5,148元/平"
正规大三房的格局 楼层好 户型好 院子大 免费停车,金色文苑 -宏大,3室2厅 | 152.68平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,78,"5,109元/平"
金城小区 3室2厅 南 北,金城小区 -三岔路,3室2厅 | 128平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,64,"5,000元/平"
已满两年税费少，坐北朝南，户型周正，采光充足,中梁滨江首府 -桥南,4室2厅 | 129平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,69.8,"5,411元/平"
捌海▪常德公馆3-2-1-1 113.00m² 74.7 万,捌海▪常德公馆 -桥南,3室2厅 | 113平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板塔结合,0人关注 / 一年前发布,74.7,"6,611元/平"
碧桂园天悦湾 3室2厅 南,碧桂园天悦湾 -桥南,3室2厅 | 120平米 | 南 | 其他 | 低楼层(共27层)  | 暂无数据,0人关注 / 3个月以前发布,56.8,"4,734元/平"
隧道口，国企大盘，十里外滩，电梯好楼层,善瑞府 -桥南,3室2厅 | 110平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,65,"5,910元/平"
皇经阁小区 3室2厅 南,皇经阁小区 -甘露寺,3室2厅 | 120平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,45,"3,750元/平"
地区医院 万美花园 设施齐全 拎包即可入住,万美花园 -甘露寺,4室2厅 | 141平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,85,"6,029元/平"
泓鑫中苑  南北通透 首付20多万 的精装三房 拎包入住,泓鑫中苑 -三闾,3室2厅 | 105.18平米 | 南 北 东南 | 精装 | 低楼层(共18层)  | 板楼,80人关注 / 一年前发布,83,"7,892元/平"
地区医院 广德毛坯大三房  好楼层 多人住 大阳台,广德花苑 -甘露寺,3室2厅 | 144.3平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,4人关注 / 一年前发布,89.8,"6,224元/平"
保利一期毛坯通透四房，可观荷花公园,保利中央公园 -柳叶湖,4室2厅 | 138.81平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板塔结合,5人关注 / 一年前发布,105,"7,565元/平"
满2年 江景房 电梯26楼 南北通透 教育资源丰富,华邦国际 -桥南,3室2厅 | 142平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板楼,1人关注 / 一年前发布,73.8,"5,198元/平"
白马湖德景园正规毛坯三房此价格带车位，中间楼层,中原德景园 -白马湖,3室2厅 | 118平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,9人关注 / 一年前发布,105,"8,899元/平"
江南城区，十里外滩  江南明珠精装3房两厅两卫出售,江南明珠 -桥南,3室2厅 | 134.8平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,3人关注 / 一年前发布,60,"4,452元/平"
高铁站，汽车站，楼下欢乐城，大三房，视野好！,和瑞欢乐城 -火车站,3室2厅 | 107.48平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,94.8,"8,821元/平"
阳明湖畔 隧道口 婚房装修 全新3+1户型 交通便利,莱茵小镇四区 -桥南,4室2厅 | 120平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,1人关注 / 一年前发布,78.8,"6,567元/平"
城中，宏大片区，新小区新毛胚经典户型，三房二厅,朝阳公馆 -宏大,3室2厅 | 110.46平米 | 南 | 毛坯 | 中楼层(共32层)  | 暂无数据,2人关注 / 10个月以前发布,72,"6,519元/平"
江南城区 副食城 南金城毛坯房,顺沅南金城一区 -桥南,3室2厅 | 142.06平米 | 南 | 毛坯 | 高楼层(共32层)  | 暂无数据,1人关注 / 一年前发布,81.8,"5,759元/平"
大三房毛坯急售 朗泰 楼层好 采光好 配套成熟交通便利,朗泰尚象郡 -桥南,3室2厅 | 121.5平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,73.8,"6,075元/平"
枫丹丽舍 3室2厅 南,枫丹丽舍 -桥南,3室2厅 | 141平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,65,"4,610元/平"
唐家溶安置小区 3室2厅 南,唐家溶安置小区 -甘露寺,3室2厅 | 118平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,62人关注 / 5个月以前发布,59.8,"5,068元/平"
新中医院   丁玲公园  万达广场,君华·御庭 -白马湖,7室3厅 | 263平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,3人关注 / 8个月以前发布,215,"8,175元/平"
大润发滨湖公园旁大型小区，精装两房拎包入住,蓝湖郡 -紫桥,2室2厅 | 77.5平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,9人关注 / 一年前发布,57.8,"7,459元/平"
地区医院 东方嘉园 环境好 楼层好 单价便宜 紧急出售,中房东方嘉园 -甘露寺,3室2厅 | 129.08平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,1人关注 / 一年前发布,74.8,"5,795元/平"
财富广场3-2-1-2 158.00m² 79 万,财富广场 -桥南,3室2厅 | 158平米 | 南 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 一年前发布,75,"4,747元/平"
江南城区 玉花楼 永安 南城天街 鼎城置业毛坯出售,鼎城置业 -桥南,3室2厅 | 135平米 | 南 | 毛坯 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,38,"2,815元/平"
业主诚心出售 位置好 看房方便,中原德景园 -白马湖,3室2厅 | 137.36平米 | 南 | 毛坯 | 低楼层(共25层)  | 板塔结合,3人关注 / 一年前发布,139,"10,120元/平"
阳明湖畔 隧道口 婚房装修 全新3+1户型 交通便利,莱茵小镇四区 -桥南,4室2厅 | 120平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,1人关注 / 一年前发布,78.8,"6,567元/平"
城中，宏大片区，新小区新毛胚经典户型，三房二厅,朝阳公馆 -宏大,3室2厅 | 110.46平米 | 南 | 毛坯 | 中楼层(共32层)  | 暂无数据,2人关注 / 10个月以前发布,72,"6,519元/平"
东城尚品御泽园 旭辉东升旁9成新小区 甘露寺千亩公园,御泽园 -甘露寺,3室2厅 | 129.32平米 | 南 北 东北 | 毛坯 | 中楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,71,"5,491元/平"
城东 步梯房3楼 正规三房 采光好 停车方便,中房东方嘉园 -甘露寺,3室2厅 | 113.19平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,71.2,"6,291元/平"
城东毛坯3房 2梯2户纯板楼 配套齐全,泓鑫中苑 -三闾,3室2厅 | 125平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,78,"6,240元/平"
高层不是顶楼！通风好！视野采光好！清水毛坯三房，,上东曼城 -甘露寺,3室2厅 | 119平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,59.8,"5,026元/平"
东升、市委、旭辉、地区医院旁电梯毛坯江景大三房,广德花苑 -甘露寺,3室2厅 | 146.1平米 | 南 北 东南 | 毛坯 | 高楼层(共30层)  | 板楼,2人关注 / 一年前发布,75,"5,134元/平"
新中医院   丁玲公园  万达广场,君华·御庭 -白马湖,7室3厅 | 263平米 | 南 | 毛坯 | 高楼层(共32层)  | 板楼,3人关注 / 8个月以前发布,215,"8,175元/平"
地区医院 上东曼城 毛坯房给你更多的自由装饰空间,上东曼城 -甘露寺,2室2厅 | 85平米 | 南 | 毛坯 | 中楼层(共30层)  | 板楼,1人关注 / 8个月以前发布,67,"7,883元/平"
高山街  鸿鑫桃林  少有的毛坯  1层就2户 通透南北,泓鑫桃林 -滨湖公园,3室2厅 | 125.16平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,8人关注 / 7个月以前发布,88,"7,032元/平"
城东，战备桥，弘鑫，紫园旁，电梯毛坯，即买即装修。,泓鑫中苑 -三闾,3室2厅 | 125平米 | 南 | 精装 | 低楼层(共30层)  | 板楼,19人关注 / 4个月以前发布,108,"8,640元/平"
里仁居小区 2室2厅 南,里仁居小区 -文理学院,2室2厅 | 96平米 | 南 | 其他 | 低楼层(共32层)  | 板塔结合,1人关注 / 7个月以前发布,60,"6,250元/平"
城东 地区医院  东升旭辉  六中  步行街,经泽福园 -甘露寺,3室2厅 | 127.18平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 5个月以前发布,75.8,"5,961元/平"
东升 地区医院  红卫二楼三房，钥匙在手 证件齐全。,沙河小区 -地区医院,3室2厅 | 120平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,68,"5,667元/平"
朝阳公馆  电梯好房源   全新毛坯,朝阳公馆 -宏大,4室2厅 | 128平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,0人关注 / 5个月以前发布,108,"8,438元/平"
唐家溶安置小区 3室2厅 南,唐家溶安置小区 -甘露寺,3室2厅 | 118平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,62人关注 / 5个月以前发布,59.8,"5,068元/平"
紫薇佳园二期3-2-1-2 109.43m² 71.8 万,紫薇佳园二期 -桥南,3室2厅 | 109.43平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 一年前发布,71.8,"6,562元/平"
欣隆盛世▪朗郡 3室1厅 南,欣隆盛世▪朗郡 -甘露寺,3室1厅 | 96平米 | 南 | 其他 | 高楼层(共26层)  | 板塔结合,2人关注 / 一年前发布,73,"7,605元/平"
白马湖片区 万达广场 白马湖丁玲公园 电梯毛坯三房,紫御华庭 -白马湖,3室2厅 | 127平米 | 南 | 毛坯 | 低楼层(共31层)  | 板塔结合,9人关注 / 一年前发布,85,"6,693元/平"
桥南江南大院好房！看房方便！业主诚意出售！,江南大院 -桥南,3室2厅 | 118平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,1人关注 / 一年前发布,61,"5,170元/平"
华政金天地商居小区 2室2厅 南,华政金天地商居小区 -三岔路,2室2厅 | 87平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 8个月以前发布,46.8,"5,380元/平"
滨湖名苑，采光好，大三房，交通便利,滨湖名苑 -宏大,3室2厅 | 134平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,7人关注 / 一年前发布,83.8,"6,254元/平"
业主诚心卖，现在价格很优惠，好楼层,城投十里外滩 -桥南,4室2厅 | 131平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,3人关注 / 8个月以前发布,70,"5,344元/平"
汽车总站  阳明湖公园  过江隧道口,御景江南 -桥南,3室2厅 | 114平米 | 南 | 毛坯 | 中楼层(共16层)  | 板塔结合,0人关注 / 2个月以前发布,66.8,"5,860元/平"
万达湖公馆 外国语学院  户型好 采光好 白马湖,万达湖公馆B区 -白马湖,3室2厅 | 158平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,1人关注 / 一年前发布,113,"7,152元/平"
城市繁华地段烟厂生活二区小三房出售。,烟厂生活二区 -三岔路,3室1厅 | 67平米 | 南 | 简装 | 低楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,38,"5,672元/平"
福捷华中城2期 3室2厅 南 北,福捷华中城2期 -桥南,3室2厅 | 95平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,47,"4,948元/平"
"面积小，楼层好，首付少,满五年，位于公园里的房子；",华南社区 -未知商圈,3室2厅 | 96平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,25,"2,605元/平"
高山街、步行街 金钻广场3居室，诚心出售,四眼井农贸市场 -步行街,3室2厅 | 136平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 8个月以前发布,55,"4,045元/平"
宏达，西园，永乐花园，吉星花园.拎包入住,西园社区 -宏大,3室2厅 | 117.86平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,15人关注 / 一年前发布,45,"3,819元/平"
西园社区 小区配置齐全 万达商圈,西园社区 -宏大,2室2厅 | 72平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,43.5,"6,042元/平"
万达广场   电梯中高层 板楼南北户 业主诚心急售！,万达湖公馆D区 -白马湖,3室2厅 | 115平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,83,"7,218元/平"
柳叶湖保利一期毛坯三房 房屋周正 采光好,保利中央公园 -柳叶湖,3室1厅 | 117.58平米 | 南 | 其他 | 高楼层(共34层)  | 板塔结合,4人关注 / 6个月以前发布,80,"6,804元/平"
柳叶湖    国企品质 保利物业 全明格局,保利中央公园三期C区 -柳叶湖,4室1厅 | 158平米 | 南 | 毛坯 | 中楼层(共8层)  | 暂无数据,0人关注 / 4个月以前发布,156,"9,874元/平"
滨湖公园  宽敞大三房 出行交通便利,水榭花城北城 -滨湖公园,3室2厅 | 143.51平米 | 南 | 简装 | 低楼层(共15层)  | 板楼,0人关注 / 1个月以前发布,88.8,"6,188元/平"
首付十五万 西园小区 简装大两房 步梯低层 业主急售,西园社区 -宏大,2室2厅 | 72平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,6人关注 / 一年前发布,38,"5,278元/平"
锦都豪苑  市繁华地段  华天旁  大户型 大四房,锦都豪苑 -步行街,4室2厅 | 172.4平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 板楼,5人关注 / 一年前发布,69,"4,003元/平"
柳叶湖， 湘雅医院旁 ，  毛坯好户型，  品质小区，,龙湖双珑原著 -火车站,3室2厅 | 109平米 | 南 | 其他 | 低楼层(共30层)  | 板塔结合,16人关注 / 4个月以前发布,85,"7,799元/平"
城西 新外滩 烟厂三区 瞰江南 小区比较新 环境舒适,创鼎御和园 -三岔路,2室2厅 | 88平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,42.8,"4,864元/平"
火车站商圈 丁玲公园 蓉国新坊 碧桂园 东星临水阁,公园世家 -白马湖,3室2厅 | 103.75平米 | 南 | 毛坯 | 低楼层(共26层)  | 板楼,2人关注 / 一年前发布,85,"8,193元/平"
芷兰紫菱荷花學校旁 顶楼复式 镂空客厅 别墅户型,首创名苑 -芷兰,5室2厅 | 220平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,88,"4,000元/平"
北门过街就是白马湖公园，视野开阔，风景好，毛坯房，,中原德景园 -白马湖,3室2厅 | 112.56平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,3人关注 / 一年前发布,100,"8,885元/平"
恒大华府 电梯高层 毛坯房 业主诚意出售,常德恒大华府 -芷兰,3室2厅 | 138.24平米 | 南 | 其他 | 高楼层(共32层)  | 板塔结合,6人关注 / 一年前发布,112,"8,102元/平"
城东    地区医院  东升   诗墙公园  广德,广德花苑 -甘露寺,3室2厅 | 151平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 6个月以前发布,110,"7,285元/平"
城东 地区医院 甘露寺公园 小三房,东城尚品 -甘露寺,3室2厅 | 95.8平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,1人关注 / 6个月以前发布,65.8,"6,869元/平"
柳都水语 3室2厅 南 北,柳都水语 -火车站,3室2厅 | 95平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,1人关注 / 一年前发布,67.8,"7,137元/平"
龙湖物业，湘雅，高铁站片区，钥匙在手，随时看,龙湖双珑原著 -火车站,3室2厅 | 109平米 | 南 | 毛坯 | 高楼层(共30层)  | 暂无数据,0人关注 / 4个月以前发布,78,"7,156元/平"
