标题,开发商,房子信息,发布信息,售价/万,单价
石桥区樊华精装修，拎包入住，户型通透，采光好,樊华似锦二期 -高新,2室1厅 | 81.07平米 | 东 | 精装 | 低楼层(共23层)  | 塔楼,0人关注 / 6天以前发布,78,"9,622元/平"
水岸花都(江油市) 4室2厅 东南,水岸花都(江油市) -江油,4室2厅 | 156.62平米 | 东南 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,68,"4,342元/平"
三汇玫瑰花城，精装三室，带车位，拎包入住,三汇玫瑰花城 -经开区,3室2厅 | 101.96平米 | 东南 | 精装 | 低楼层(共23层)  | 塔楼,0人关注 / 2个月以前发布,129.5,"12,702元/平"
大唐汇一期三室双卫带车位出售！,明月大唐汇 -江油,3室2厅 | 85.92平米 | 南 | 精装 | 高楼层(共29层)  | 塔楼,0人关注 / 6个月以前发布,70,"8,148元/平"
汇丰路 公园旁好房 中间楼层三房两卫,华丽花园 -江油,3室2厅 | 112.2平米 | 东 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,42,"3,744元/平"
三汇绿岛旁边，临江电梯房，户型方正。,天晨三江首座 -富乐山,3室2厅 | 111.22平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,2人关注 / 7个月以前发布,106,"9,531元/平"
塞纳阳光简装三房，看房方便！！,恒业·塞纳阳光 -高新,3室2厅 | 99.74平米 | 南 | 简装 | 高楼层(共20层)  | 板塔结合,0人关注 / 8个月以前发布,95,"9,525元/平"
仙海湖畔  叠拼别墅   四室  花园,首开仙海龙湾一期 -游仙,4室2厅 | 193.05平米 | 西南 | 毛坯 | 地下室(共0层)  | 暂无数据,3人关注 / 一年前发布,290,"15,023元/平"
售阳光清华C区顶楼带平台花园大3室精装全齐,阳光清华C区 -科创园区,3室1厅 | 142.39平米 | 东南 | 精装 | 高楼层(共6层)  | 板塔结合,15人关注 / 一年前发布,119,"8,358元/平"
中间楼层，视野开阔，户型方正。,九洲又一城2期 -高新,3室2厅 | 96.61平米 | 东 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,103,"10,662元/平"
此房精装带地暖  采光好   户型方正   交通方便,文泉·西海岸 -高新,3室2厅 | 110.62平米 | 西北 | 精装 | 低楼层(共25层)  | 塔楼,1人关注 / 一年前发布,136.5,"12,340元/平"
人工湖旁 虹色景苑 使用面积大 三改四 户型方正,虹色景苑 -科创园区,4室2厅 | 132.4平米 | 东南 | 其他 | 中楼层(共8层)  | 板塔结合,0人关注 / 3个月以前发布,88,"6,647元/平"
小高层小区人车分流，南北户型，中间楼层，视野采光好,枫璟398B区 -高新,3室2厅 | 96平米 | 南 | 简装 | 高楼层(共6层)  | 平房,13人关注 / 7个月以前发布,71.8,"7,480元/平"
三汇绿岛品质楼盘大四室视野开阔房东诚意出售,三汇绿岛 -富乐山,4室2厅 | 155.53平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,140,"9,002元/平"
电梯入户，坡上，对中庭。套四双卫双衣帽间，带平台。,田森·奥林春天二期 -科创园区,4室2厅 | 133.35平米 | 东北 | 精装 | 低楼层(共18层)  | 板塔结合,7人关注 / 5个月以前发布,195,"14,624元/平"
长兴星城一期套三双卫，户型方正，精装修,长兴星城一期 -科创园区,3室2厅 | 120.99平米 | 东南 | 精装 | 中楼层(共28层)  | 板塔结合,6人关注 / 一年前发布,146,"12,068元/平"
万豪尊品简装两室，户型方正，视野开阔,万豪·尊品 -高新,3室1厅 | 80.03平米 | 北 东北 | 简装 | 高楼层(共18层)  | 板塔结合,10人关注 / 一年前发布,78,"9,747元/平"
地段繁华位置好，居家陪读出租都不错，配套设施齐全,嘉和苑 -高新,3室2厅 | 134.22平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,1人关注 / 一年前发布,82,"6,110元/平"
长兴景苑精装3室可拎包入住68万,长兴景苑 -高新,3室2厅 | 107.6平米 | 南 | 精装 | 高楼层(共8层)  | 板塔结合,0人关注 / 9个月以前发布,68,"6,320元/平"
售：华润中央公园3室2厅2卫精装全齐满两年,华润中央公园 -科创园区,3室1厅 | 102.84平米 | 东南 | 精装 | 中楼层(共31层)  | 板楼,2人关注 / 8个月以前发布,121,"11,766元/平"
人工湖旁 虹色景苑 使用面积大 三改四 户型方正,虹色景苑 -科创园区,4室2厅 | 132.4平米 | 东南 | 其他 | 中楼层(共8层)  | 板塔结合,0人关注 / 3个月以前发布,88,"6,647元/平"
三汇绿岛旁边，临江电梯房，户型方正。,天晨三江首座 -富乐山,3室2厅 | 111.22平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,2人关注 / 7个月以前发布,106,"9,531元/平"
文昌街5号 3室2厅 东南,文昌街5号 -涪城,3室2厅 | 110.38平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,58,"5,255元/平"
户型方正，小区安静，交通很方便,天泰江南雅居 -涪城,3室2厅 | 120.03平米 | 西南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,71.3,"5,941元/平"
园艺山，树高卡地亚，精装3室双卫，朝南，带阁楼,树高卡地亚A区 -科创园区,3室2厅 | 94.67平米 | 东南 | 精装 | 高楼层(共18层)  | 板塔结合,9人关注 / 一年前发布,98,"10,352元/平"
标准正三室双卫，带阁楼，采光好，满二，省税费,凯瑞雅居 -经开区,3室2厅 | 119.07平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,9人关注 / 一年前发布,65.8,"5,527元/平"
江岸山景三连跃 带大花园平台 高绿化小区诚意出售,江岸山景 -经开区,4室3厅 | 133.4平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼,7人关注 / 8个月以前发布,94,"7,047元/平"
经开区 电梯精装3室 全屋带地暖  可拎包入住,晶蓝湖 -经开区,3室2厅 | 108.03平米 | 西北 | 精装 | 高楼层(共18层)  | 塔楼,15人关注 / 一年前发布,73.5,"6,804元/平"
英郦庄园装修2室，税费低，房东诚心卖,泰格 · 英郦庄园 -高新,2室2厅 | 63.62平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,0人关注 / 1个月以前发布,68,"10,689元/平"
此房满五，楼层好，视野开阔、采光好，交通便利,东金名苑 -经开区,3室2厅 | 119.97平米 | 南 | 精装 | 低楼层(共8层)  | 板楼,1人关注 / 2个月以前发布,66.8,"5,569元/平"
市中老百盛爱喜旁富临外滩花园精装三室出售,富临外滩花园 -铁牛广场,3室2厅 | 93.49平米 | 东南 | 简装 | 高楼层(共6层)  | 塔楼,6人关注 / 一年前发布,82.5,"8,825元/平"
简装三室，满五唯一，交通便利，，生活配套成熟,普明北路东段540号 -科创园区,3室2厅 | 83.94平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据,25人关注 / 9个月以前发布,41.3,"4,921元/平"
大三房 精装修 看房预约 满二年 中间楼层,虹色景苑 -科创园区,3室2厅 | 119.2平米 | 东南 | 其他 | 中楼层(共7层)  | 板塔结合,2人关注 / 一年前发布,78,"6,544元/平"
石桥铺 精装三室 江景房拎包入住 证满2年 业主诚心卖,万豪 · 尊品二期 -高新,3室2厅 | 117.16平米 | 东南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 1个月以前发布,99.8,"8,519元/平"
小岛尚岛国际大三室，可看大草坪,小岛花园城·尚岛国际 -科学城,3室2厅 | 133.66平米 | 南 | 简装 | 中楼层(共11层)  | 板塔结合,8人关注 / 7个月以前发布,165,"12,345元/平"
房东诚心诚意出售滨河苑3室2厅1厨1卫100平方精装修。,滨河苑小区(涪城区) -1958,3室2厅 | 100平米 | 东南 | 精装 | 低楼层(共8层)  | 板楼,1人关注 / 2个月以前发布,69,"6,900元/平"
出售：阳光清华C区大3室2卫精装修满两年,阳光清华C区 -科创园区,3室2厅 | 142.77平米 | 西北 | 精装 | 中楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,138,"9,666元/平"
英才旁 东原长洲小三室，精装修拎包入住,东原长洲 -科学城,3室1厅 | 83.71平米 | 西北 | 精装 | 低楼层(共19层)  | 塔楼,6人关注 / 6个月以前发布,88.8,"10,609元/平"
树高卡地亚一期，居家套三单卫，视野好，满两年无抵押,树高卡地亚A区 -科创园区,3室2厅 | 87.36平米 | 西北 | 简装 | 中楼层(共26层)  | 塔楼,14人关注 / 一年前发布,90,"10,303元/平"
"小区环境优美，安静舒适，标准三室,保养的好",神舟·时代名城 -科创园区,3室2厅 | 100.46平米 | 南 | 精装 | 高楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,68,"6,769元/平"
小岛三期，三连跃带屋顶花园，电梯洋房，视野巴适惨了,小岛花园城·尚岛国际 -科学城,5室2厅 | 134.65平米 | 南 西北 | 精装 | 高楼层(共11层)  | 板塔结合,2人关注 / 11个月以前发布,244.9,"18,188元/平"
业主自住精装  三房双卫  诚意出售,福泽源小区 -经开区,3室2厅 | 111.42平米 | 东南 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,69.8,"6,265元/平"
少有的性.价比适合各类人群一个字值,恒业旺苑B座 -御营坝,3室2厅 | 104.33平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,80,"7,668元/平"
市中老百盛爱喜旁富临外滩花园精装三室出售,富临外滩花园 -铁牛广场,3室2厅 | 93.49平米 | 东南 | 简装 | 高楼层(共6层)  | 塔楼,6人关注 / 一年前发布,82.5,"8,825元/平"
大三房 精装修 看房预约 满二年 中间楼层,虹色景苑 -科创园区,3室2厅 | 119.2平米 | 东南 | 其他 | 中楼层(共7层)  | 板塔结合,2人关注 / 一年前发布,78,"6,544元/平"
简装三室，满五唯一，交通便利，，生活配套成熟,普明北路东段540号 -科创园区,3室2厅 | 83.94平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据,25人关注 / 9个月以前发布,41.3,"4,921元/平"
急售 永兴竹凌星晨精装三室 装修9.5成新 拎包入住,竹凌星晨 -高新,3室2厅 | 96.63平米 | 西 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,79,"8,176元/平"
园艺山 华润央企 跃层 清水大户型,华润中央公园 -科创园区,4室2厅 | 133.96平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,2人关注 / 9个月以前发布,245,"18,290元/平"
简装，东南朝向，房子利用的空间大,虹色景苑 -科创园区,3室2厅 | 138平米 | 东南 | 简装 | 中楼层(共8层)  | 板塔结合,2人关注 / 一年前发布,77.9,"5,645元/平"
城北片区精装三室，结婚你不选她都可惜了，房东诚心卖,阳光水岸小区(涪城区) -高水,3室2厅 | 118.87平米 | 东 | 精装 | 低楼层(共10层)  | 板楼,10人关注 / 7个月以前发布,114,"9,591元/平"
西蜀名居，繁华地段，四室双卫，装修保护好，诚意出售,富临·西蜀名居 -高水,4室2厅 | 139.52平米 | 南 | 简装 | 中楼层(共8层)  | 平房,9人关注 / 一年前发布,79.7,"5,713元/平"
精装三房，朝南还观中庭临江，满二年，刚需优看,三汇玫瑰花城 -经开区,3室2厅 | 80.27平米 | 东南 | 精装 | 中楼层(共30层)  | 塔楼,4人关注 / 一年前发布,93,"11,586元/平"
轻奢精装修四室双卫朝南开阔视野中庭,万达观澜 -经开区,4室2厅 | 127.35平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,139,"10,915元/平"
昱鑫居（双马小区）精装错层大三房，对小区中庭,昱鑫居 -经开区,3室2厅 | 127.59平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,90,"7,054元/平"
水韵滨江四室江景房全屋品牌家具家电,水韵滨江 -1958,3室2厅 | 126.04平米 | 东北 | 精装 | 中楼层(共30层)  | 塔楼,3人关注 / 8个月以前发布,182,"14,440元/平"
中间楼层，满五唯一，证件齐全。,海棠花园 -高新,3室2厅 | 93.49平米 | 东南 | 简装 | 中楼层(共7层)  | 暂无数据,5人关注 / 7个月以前发布,55.6,"5,948元/平"
业主自住精装  三房双卫  诚意出售,福泽源小区 -经开区,3室2厅 | 111.42平米 | 东南 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,69.8,"6,265元/平"
树高卡地亚一期，居家套三单卫，视野好，满两年无抵押,树高卡地亚A区 -科创园区,3室2厅 | 87.36平米 | 西北 | 简装 | 中楼层(共26层)  | 塔楼,14人关注 / 一年前发布,90,"10,303元/平"
"小区环境优美，安静舒适，标准三室,保养的好",神舟·时代名城 -科创园区,3室2厅 | 100.46平米 | 南 | 精装 | 高楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,68,"6,769元/平"
小岛三期，三连跃带屋顶花园，电梯洋房，视野巴适惨了,小岛花园城·尚岛国际 -科学城,5室2厅 | 134.65平米 | 南 西北 | 精装 | 高楼层(共11层)  | 板塔结合,2人关注 / 11个月以前发布,244.9,"18,188元/平"
优质小区 精装套三双卫 品质小区 视野采光好 中间楼层,花园·星河湾 -高水,3室2厅 | 112.02平米 | 东南 | 精装 | 高楼层(共26层)  | 塔楼,3人关注 / 一年前发布,105,"9,374元/平"
西雅图精装四室两卫  诚意出售,阳光·西雅图 -高新,4室2厅 | 115.36平米 | 东南 | 精装 | 中楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,124,"10,749元/平"
桂丰御景   精装 三房   拎包入住,桂丰御景 -丰谷,3室2厅 | 95.02平米 | 北 | 精装 | 低楼层(共7层)  | 板塔结合,0人关注 / 9个月以前发布,57,"5,999元/平"
富临外滩 跃层 正临江带暖气 可拎包入住,富临外滩花园 -铁牛广场,4室2厅 | 201平米 | 东北 | 精装 | 中楼层(共26层)  | 板塔结合,13人关注 / 一年前发布,174,"8,657元/平"
大三室 带入户花园 精装修 中低楼层,花园·星河湾 -高水,3室2厅 | 129.87平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,2人关注 / 4个月以前发布,128,"9,857元/平"
房子是高梯的，楼层中高，精装修，带家具,华兴名城 -高新,3室2厅 | 55.89平米 | 东 | 精装 | 高楼层(共22层)  | 塔楼,6人关注 / 一年前发布,60,"10,736元/平"
干净整洁，采光充足，适合一家人住,开元三期 -富乐山,3室2厅 | 95.43平米 | 东南 | 简装 | 低楼层(共7层)  | 板楼,8人关注 / 一年前发布,66,"6,917元/平"
花园星河湾电梯房  三室两厅双卫,花园·星河湾 -高水,3室2厅 | 121.48平米 | 南 | 精装 | 高楼层(共26层)  | 塔楼,21人关注 / 一年前发布,98,"8,068元/平"
大西门盛鑫苑小区3室  诚意出售,盛鑫苑小区 -涪城,2室2厅 | 88.47平米 | 西南 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 5个月以前发布,75.9,"8,580元/平"
此房楼层是2楼，户型方正，采光好，通风好,华夏小区 -御营坝,3室2厅 | 111.23平米 | 东南 | 简装 | 低楼层(共7层)  | 塔楼,1人关注 / 一年前发布,68,"6,114元/平"
翠云居~精装三室双卫，拎包入住,翠雲居 -科学城,3室2厅 | 136.47平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,91,"6,669元/平"
诚心出售游仙区五里堆香榭丽大道小区精装修三室,香榭里大道 -越王楼,3室2厅 | 115.32平米 | 东北 | 精装 | 高楼层(共18层)  | 板塔结合,2人关注 / 11个月以前发布,122,"10,580元/平"
恒丰园三室出售...................,恒丰园一期 -江油,3室2厅 | 143.55平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,56.5,"3,936元/平"
此房位置好，生活方便，交通便利，可读成绵路小 学。,星联广场住宅小区 -大都会,3室2厅 | 137.62平米 | 东 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,96,"6,976元/平"
恒丰园三室出售...................,恒丰园一期 -江油,3室2厅 | 143.55平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,56.5,"3,936元/平"
经典错层 看房方便 业主急售 业主很诚心,长虹大道中段99号 -国际城,3室2厅 | 98.96平米 | 南 | 简装 | 中楼层(共8层)  | 塔楼,1人关注 / 4个月以前发布,70.8,"7,155元/平"
火车站旁精装步梯套三，外跃带花园，装修保养好。,铭洋丽景天下小区 -江油,5室2厅 | 140.33平米 | 东 南 | 精装 | 高楼层(共7层)  | 板塔结合,6人关注 / 3个月以前发布,41.5,"2,958元/平"
水岸花都 明月岛 4室2厅 楼顶花园 *大阳台  精装修,水岸花都(江油市) -江油,4室2厅 | 176.23平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,77人关注 / 一年前发布,68,"3,859元/平"
三室精装修 看房方便 采光充足。。。,倍特▪領尚二期 -科创园区,3室2厅 | 93.83平米 | 东南 | 精装 | 高楼层(共11层)  | 板楼,4人关注 / 一年前发布,120,"12,790元/平"
本房可与安昌江为伴 与涪城万达广场 花园实小做邻居,花园小区(涪城区) -火车站,3室2厅 | 135.02平米 | 东南 西北 | 简装 | 低楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,85,"6,296元/平"
多层楼房，户型方正，明厨明卫，房子使用面积大。,六和居 -涪城,2室2厅 | 76.93平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,65,"8,450元/平"
三桥片区精装套三经典错层大三室业主诚心出售出售,顺辉花园城 -江油,3室2厅 | 134.29平米 | 东 | 精装 | 中楼层(共6层)  | 板塔结合,38人关注 / 一年前发布,58,"4,320元/平"
