标题,开发商,房子信息,发布信息,售价/万,单价
伟星长江之歌 5室2厅 南,伟星长江之歌 -城南滨江版块,5室2厅 | 240平米 | 南 | 其他 | 高楼层(共40层)  | 塔楼,0人关注 / 5天以前发布,361,"15,042元/平"
中梁1621 毛坯三居室 看房方便 诚心出售！,中梁江城1621 -柏庄时代广场,3室2厅 | 98.3平米 | 南 北 | 其他 | 低楼层(共34层)  | 塔楼,0人关注 / 5个月以前发布,135,"13,734元/平"
赭山春秋 大三室电梯房 全新毛坯 看房方便,赭山春秋 -五一广场,3室2厅 | 139.76平米 | 南 | 毛坯 | 中楼层(共20层)  | 板塔结合,4人关注 / 一年前发布,330,"23,612元/平"
赭山春秋 大三室电梯房 全新毛坯 看房方便,赭山春秋 -五一广场,3室2厅 | 139.76平米 | 南 | 毛坯 | 中楼层(共20层)  | 板塔结合,4人关注 / 一年前发布,330,"23,612元/平"
世茂滨江翠铂湾全新毛坯184.42平445万  江景房 满二,世茂滨江花园翠铂湾 -中山路步行街,4室2厅 | 184.42平米 | 南 | 其他 | 高楼层(共46层)  | 板塔结合,2人关注 / 4个月以前发布,445,"24,130元/平"
市政府旁精装三居室，好楼层视野无遮挡，业主诚心卖,东城豪庭 -芜湖市政府,3室2厅 | 87.91平米 | 南 北 | 其他 | 中楼层(共17层)  | 板楼,0人关注 / 10个月以前发布,125,"14,220元/平"
金浩大三房，房东外地购房，诚意出售,金浩·仁和天地 -芜湖市政府,3室2厅 | 107.74平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,5人关注 / 一年前发布,158,"14,665元/平"
兆通通透三房，好楼层，诚心出售~~~,兆通大观花园 -芜湖市政府,3室2厅 | 130.62平米 | 南 北 | 其他 | 高楼层(共17层)  | 板楼,0人关注 / 一年前发布,200,"15,312元/平"
蓝湖郡 好楼层 业主诚心出售！！！！,信达▪蓝湖郡 -汀棠公园,3室2厅 | 88.6平米 | 南 | 其他 | 中楼层(共15层)  | 板楼,3人关注 / 一年前发布,165,"18,624元/平"
天门山景区房源，楼层好户型正，采光充足视野佳,东梁小区 -未知商圈,3室2厅 | 96.68平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,29.9,"3,093元/平"
诚心出售  随时看房  户型房正,绿地镜湖世纪城伊顿公馆一期 -绿地镜湖新城,3室2厅 | 116.03平米 | 南 | 其他 | 低楼层(共26层)  | 板塔结合,4人关注 / 一年前发布,160,"13,790元/平"
此房满五，交通便利，看房方便，业主诚心出售,新都花园 -芜湖站,3室2厅 | 87.23平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,95,"10,891元/平"
房东诚心出售，有钥匙看房方便，无增值税。,伟星金域蓝湾A区 -新时代商业街,3室1厅 | 143.42平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,28人关注 / 一年前发布,204,"14,224元/平"
荣盛华府 毛坯大三房 位置好 视野好 看房方便 诚心卖,荣盛华府 -雕塑公园,3室2厅 | 125.5平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 5个月以前发布,220,"17,530元/平"
青山街小区附跃层平台81.11平99.8万,青山街小区一期 -中山路步行街,4室1厅 | 81.11平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,99.8,"12,305元/平"
晴岚公寓阳光绿苑3房88.96平104万,阳光绿苑 -中山路步行街,3室2厅 | 88.96平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,7人关注 / 10个月以前发布,104,"11,691元/平"
团结新村四村 3室1厅 南,团结新村四村 -弋矶山,3室1厅 | 56.68平米 | 南 | 其他 | 中楼层(共6层)  | 塔楼,0人关注 / 一年前发布,98,"17,291元/平"
视野开阔 门口就是人工湖 急卖 有钥匙,恒大华府 -伟星星悦广场,3室2厅 | 102.59平米 | 南 | 精装 | 高楼层(共15层)  | 板楼,4人关注 / 8个月以前发布,165,"16,084元/平"
全新小区，随时看房，采光无遮挡，视野开阔。交通便利,春江明月 -南瑞新城,4室2厅 | 145平米 | 南 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 17天以前发布,203,"14,000元/平"
通透大三居 户型采光好附有储藏室 诚售可议价,森海都市花園 -新时代商业街,3室2厅 | 124.06平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,4人关注 / 6个月以前发布,156.8,"12,640元/平"
满五唯一+双南三房+中间楼层+不靠马路，好房诚心卖,三潭音悦 -芜湖市政府,3室2厅 | 121.96平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,15人关注 / 11个月以前发布,175,"14,349元/平"
碧桂园塘溪源著硬装三室，全南户型，全天采光诚心出售,碧桂园塘溪源著 -柏庄时代广场,3室2厅 | 114.82平米 | 南 北 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 16天以前发布,156,"13,587元/平"
翰林公馆 经典三房 双阳台 好楼层,翰林公馆 -中央城财富街,3室2厅 | 101.25平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,188,"18,568元/平"
装修保持新  无土地出让金  诚心出售,金湾锦苑 -学府商业广场,3室2厅 | 112.68平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,2人关注 / 一年前发布,86,"7,633元/平"
滨江赛纳丽城  园林小区  精装大三房  几代同堂,城市庄园住宅赛纳丽城小区 -华强城,3室2厅 | 130.26平米 | 南 北 | 其他 | 中楼层(共11层)  | 板塔结合,2人关注 / 9个月以前发布,180,"13,819元/平"
天香苑 小区 三房诚心出售 户型好 采光好,天香苑一期 -华强城,3室2厅 | 110.32平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,140,"12,691元/平"
长江湾1号 3室2厅 南 北,长江湾1号 -弋矶山,3室2厅 | 142.4平米 | 南 北 | 其他 | 高楼层(共21层)  | 板塔结合,0人关注 / 4个月以前发布,240,"16,854元/平"
格局，楼层好，视野宽阔，采光充足，配套设施齐全..,城市庄园住宅赛纳丽城小区 -华强城,3室2厅 | 118.43平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板塔结合,5人关注 / 4个月以前发布,170,"14,355元/平"
华强城精装三房，绿影和华强旁，业主诚心出售,伊頓津桥 -华强城,2室2厅 | 85.52平米 | 南 | 其他 | 低楼层(共14层)  | 板塔结合,6人关注 / 一年前发布,102,"11,928元/平"
产证不满二，南北户型三开间朝南，格局好,翰林公馆 -中央城财富街,3室2厅 | 101.25平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,4人关注 / 一年前发布,158,"15,605元/平"
皖江壹号院精装三房   诚心出售,皖江壹号院 -城南滨江版块,3室2厅 | 112平米 | 南 | 其他 | 低楼层(共34层)  | 板楼,4人关注 / 一年前发布,224.8,"20,072元/平"
高速御府  安师大   三开间朝南,高速御府 -柏庄时代广场,3室2厅 | 119.17平米 | 南 北 | 其他 | 高楼层(共24层)  | 板塔结合,0人关注 / 一年前发布,189.5,"15,902元/平"
赛纳丽城  楼层好 位置好 采光无遮挡 满2年,城市庄园住宅赛纳丽城小区 -华强城,3室2厅 | 134.38平米 | 东 西 | 其他 | 中楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,173,"12,874元/平"
装修保持新  无土地出让金  诚心出售,金湾锦苑 -学府商业广场,3室2厅 | 112.68平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,2人关注 / 一年前发布,86,"7,633元/平"
碧桂园塘溪源著硬装三室，全南户型，全天采光诚心出售,碧桂园塘溪源著 -柏庄时代广场,3室2厅 | 114.82平米 | 南 北 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 16天以前发布,156,"13,587元/平"
全新毛坯，未曾使用，满两年，能看江,城市庄园住宅赛纳丽城小区 -华强城,3室2厅 | 103.62平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,3人关注 / 11个月以前发布,160,"15,442元/平"
赛纳丽城  楼层好 位置好 采光无遮挡 满2年,城市庄园住宅赛纳丽城小区 -华强城,3室2厅 | 134.38平米 | 东 西 | 其他 | 中楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,173,"12,874元/平"
高速御府  安师大   三开间朝南,高速御府 -柏庄时代广场,3室2厅 | 119.17平米 | 南 北 | 其他 | 高楼层(共24层)  | 板塔结合,0人关注 / 一年前发布,189.5,"15,902元/平"
翰林公馆 经典三房 双阳台 好楼层,翰林公馆 -中央城财富街,3室2厅 | 101.25平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,188,"18,568元/平"
滨江赛纳丽城  园林小区  精装大三房  几代同堂,城市庄园住宅赛纳丽城小区 -华强城,3室2厅 | 130.26平米 | 南 北 | 其他 | 中楼层(共11层)  | 板塔结合,2人关注 / 9个月以前发布,180,"13,819元/平"
天香苑 小区 三房诚心出售 户型好 采光好,天香苑一期 -华强城,3室2厅 | 110.32平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,140,"12,691元/平"
格局，楼层好，视野宽阔，采光充足，配套设施齐全..,城市庄园住宅赛纳丽城小区 -华强城,3室2厅 | 118.43平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板塔结合,5人关注 / 4个月以前发布,170,"14,355元/平"
长江湾1号 3室2厅 南 北,长江湾1号 -弋矶山,3室2厅 | 142.4平米 | 南 北 | 其他 | 高楼层(共21层)  | 板塔结合,0人关注 / 4个月以前发布,240,"16,854元/平"
华强城精装三房，绿影和华强旁，业主诚心出售,伊頓津桥 -华强城,2室2厅 | 85.52平米 | 南 | 其他 | 低楼层(共14层)  | 板塔结合,6人关注 / 一年前发布,102,"11,928元/平"
皖江壹号院精装三房   诚心出售,皖江壹号院 -城南滨江版块,3室2厅 | 112平米 | 南 | 其他 | 低楼层(共34层)  | 板楼,4人关注 / 一年前发布,224.8,"20,072元/平"
产证不满二，南北户型三开间朝南，格局好,翰林公馆 -中央城财富街,3室2厅 | 101.25平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,4人关注 / 一年前发布,158,"15,605元/平"
业主随时可签，产权明晰，随时可过户！此房是次新房，,高速御府 -柏庄时代广场,3室2厅 | 115.39平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,158,"13,693元/平"
江城国际瑞华苑后门就是元亩塘，小三室精装修！,江城国际瑞华苑 -柏庄时代广场,3室2厅 | 89.6平米 | 南 | 其他 | 高楼层(共5层)  | 板塔结合,21人关注 / 6个月以前发布,77,"8,594元/平"
美加印象精装修三房好楼层诚心出售,美加印象 -华强城,3室2厅 | 122.66平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,162.5,"13,249元/平"
汀海壹品 3室1厅 南 北,汀海壹品 -汀棠公园,3室1厅 | 134.53平米 | 南 北 | 其他 | 高楼层(共14层)  | 板塔结合,7人关注 / 8个月以前发布,290,"21,557元/平"
此房格局合理，楼层好，视野宽阔，采光充足,东紫园 -大阳垾,3室2厅 | 101.49平米 | 东 | 其他 | 中楼层(共8层)  | 板楼,4人关注 / 8个月以前发布,131,"12,908元/平"
边户 通透 安静 全景观湖 中上楼层 价格可谈 包车位,伟星玲珑湾 -凤鸣湖景区,3室2厅 | 87.27平米 | 南 | 毛坯 | 高楼层(共17层)  | 板塔结合,2人关注 / 一年前发布,92,"10,542元/平"
沈奥家园东区，商品房 急售，顶楼复式，毛坯五室,沈奥花园东区 -江北大龙湾,5室2厅 | 141.44平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,60,"4,243元/平"
1、房源真实有效！无任何纠纷！可随时看房，诚心出售,城市庄园住宅赛纳丽城小区 -华强城,3室1厅 | 91.7平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,6人关注 / 8个月以前发布,132,"14,395元/平"
东部星城东区115平复式楼、买一层得二层,东部星城东区 -大阳垾,6室2厅 | 115.28平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,6人关注 / 一年前发布,115,"9,976元/平"
东紫园，经典洋房，好户型，业主诚心出售,东紫园 -大阳垾,3室2厅 | 120.53平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,5人关注 / 一年前发布,140,"11,616元/平"
全新毛坯 产证满二 中上楼层 南边没有任何遮挡 诚售,东方龙城清荷苑 -大砻坊,3室2厅 | 111.36平米 | 南 | 毛坯 | 中楼层(共26层)  | 板楼,9人关注 / 9个月以前发布,162,"14,548元/平"
伊顿津桥 三房 楼层好 采光好 精装修 带车位 看房方便,伊頓津桥 -华强城,3室2厅 | 110.01平米 | 南 北 | 其他 | 中楼层(共14层)  | 板塔结合,0人关注 / 4个月以前发布,139.8,"12,708元/平"
水岸阳光花园 满五唯一 钻石楼层采光好  房东诚心出售,水岸阳光花园 -江北大龙湾,3室2厅 | 89.99平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,63,"7,001元/平"
镜湖区 ，3室 ，单价便宜 ，无增值税,东方龙城▪湛露苑 -大砻坊,3室1厅 | 97.92平米 | 南 | 其他 | 高楼层(共34层)  | 板楼,13人关注 / 5个月以前发布,96,"9,804元/平"
玲珑湾 湖景房  户型方正 带车位  带入户花园,伟星玲珑湾 -凤鸣湖景区,3室2厅 | 87.27平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板塔结合,11人关注 / 一年前发布,90,"10,313元/平"
团结新村四村 3室1厅 南,团结新村四村 -弋矶山,3室1厅 | 58.42平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼,2人关注 / 8个月以前发布,95,"16,262元/平"
新里海顿公馆 改善大三房 精装修  诚售 价格可谈,绿地新里海顿公馆 -绿地镜湖新城,3室2厅 | 121.72平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,3人关注 / 一年前发布,185.5,"15,240元/平"
全新毛坯 产证满二 中上楼层 南边没有任何遮挡 诚售,东方龙城清荷苑 -大砻坊,3室2厅 | 111.36平米 | 南 | 毛坯 | 中楼层(共26层)  | 板楼,9人关注 / 9个月以前发布,162,"14,548元/平"
此房格局合理，楼层好，视野宽阔，采光充足,东紫园 -大阳垾,3室2厅 | 101.49平米 | 东 | 其他 | 中楼层(共8层)  | 板楼,4人关注 / 8个月以前发布,131,"12,908元/平"
边户 通透 安静 全景观湖 中上楼层 价格可谈 包车位,伟星玲珑湾 -凤鸣湖景区,3室2厅 | 87.27平米 | 南 | 毛坯 | 高楼层(共17层)  | 板塔结合,2人关注 / 一年前发布,92,"10,542元/平"
水岸阳光花园 满五唯一 钻石楼层采光好  房东诚心出售,水岸阳光花园 -江北大龙湾,3室2厅 | 89.99平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,63,"7,001元/平"
沈奥家园东区，商品房 急售，顶楼复式，毛坯五室,沈奥花园东区 -江北大龙湾,5室2厅 | 141.44平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,60,"4,243元/平"
此房满二唯一税少！孝心楼层！采光无遮挡！户型精致！,晏公花园北区 -无为县,3室2厅 | 112.8平米 | 南 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 17天以前发布,83.8,"7,430元/平"
幸福里精装修三房，实木地板实木家具满五年，采光好,伟星幸福里 -伟星星悦广场,3室2厅 | 104.8平米 | 南 | 其他 | 中楼层(共16层)  | 板楼,0人关注 / 1个月以前发布,175,"16,699元/平"
急急急城市之光 边户三房 南北通  外地置业 随时看房,城市之光第一街区 -雕塑公园,3室1厅 | 126.82平米 | 南 北 | 其他 | 低楼层(共16层)  | 板楼,7人关注 / 4个月以前发布,146,"11,513元/平"
精装修好楼层 ，采光无遮挡，有车位，远离火车道,信达▪蓝湖郡 -汀棠公园,3室2厅 | 103.19平米 | 南 | 其他 | 中楼层(共15层)  | 塔楼,2人关注 / 3个月以前发布,206,"19,964元/平"
二街 兴安花苑 中层 精装全设 保养好 位置佳 拎包入住,兴安花苑小区 -中山路步行街,2室2厅 | 93.77平米 | 南 北 | 精装 | 中楼层(共6层)  | 塔楼,18人关注 / 一年前发布,90,"9,598元/平"
汀海壹品洋房 诚心出售 材料齐全,汀海壹品 -汀棠公园,3室1厅 | 120.6平米 | 南 | 其他 | 中楼层(共16层)  | 板塔结合,20人关注 / 一年前发布,198,"16,418元/平"
此房中上层，通风采光好，视野宽阔。,高速御府 -柏庄时代广场,3室2厅 | 120.36平米 | 南 | 其他 | 高楼层(共33层)  | 板塔结合,0人关注 / 11个月以前发布,145,"12,048元/平"
皖江壹号院 4室2厅 南 北,皖江壹号院 -城南滨江版块,4室2厅 | 156.54平米 | 南 北 | 其他 | 高楼层(共9层)  | 板楼,8人关注 / 一年前发布,390,"24,914元/平"
信德悦城小三房 采光好  楼层佳 业主诚心卖,信德悦城 -万春购物广场,3室1厅 | 100.34平米 | 南 | 其他 | 中楼层(共26层)  | 板楼,2人关注 / 一年前发布,100,"9,967元/平"
新上好房源 此房满五无大税 钻石楼层,三潭音悦 -芜湖市政府,2室1厅 | 68.1平米 | 南 | 其他 | 高楼层(共16层)  | 板楼,6人关注 / 一年前发布,106,"15,566元/平"
此房满二无大税，视野好，无遮挡，全天采光，毛坯,伟星金域华府 -中央城财富街,3室2厅 | 116.93平米 | 南 北 | 其他 | 低楼层(共32层)  | 板楼,1人关注 / 11个月以前发布,227,"19,414元/平"
满五唯一，全天采光，诚心出售，价格可谈,东方红郡 -芜湖市政府,3室1厅 | 133平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,158,"11,880元/平"
公园大道全新毛坯，中间楼层，业主诚心卖，看房方便。,伟星公園大道壹号 -雕塑公园,3室2厅 | 118.79平米 | 南 北 | 其他 | 中楼层(共20层)  | 板楼,0人关注 / 2个月以前发布,238,"20,036元/平"
皖江壹号院 中上楼层 四房两卫 随时可看 诚售！,皖江壹号院 -城南滨江版块,3室2厅 | 129.54平米 | 南 | 其他 | 高楼层(共31层)  | 板楼,26人关注 / 10个月以前发布,248,"19,145元/平"
