标题,开发商,房子信息,发布信息,售价/万,单价
箭八组合，步梯3楼，离菜市近，户型方正，采光好,华庭苑 -箭盘山,3室2厅 | 129.79平米 | 南 北 | 简装 | 中楼层(共8层)  | 板塔结合,0人关注 / 10天以前发布,103,"7,936元/平"
龙光玖珑府小3房 环境优美 空气清新,龙光玖珑府 -柳东新区,3室1厅 | 91.3平米 | 东 | 简装 | 高楼层(共32层)  | 板楼,10人关注 / 8个月以前发布,61,"6,682元/平"
丰泽盛景广场 3室2厅 南,丰泽盛景广场 -柳江商业广场,3室2厅 | 123.47平米 | 南 | 精装 | 高楼层(共8层)  | 板塔结合,0人关注 / 10个月以前发布,58,"4,698元/平"
此房户型方正，厅卧分布合理，房间视野好，无遮挡,汇元大厦 -柳江商业广场,3室1厅 | 113.47平米 | 南 | 毛坯 | 高楼层(共30层)  | 塔楼,0人关注 / 6个月以前发布,65,"5,729元/平"
日田国际！高层！拎包入住！精装修！,日田地王国际 -柳城县,3室2厅 | 138.98平米 | 南 北 | 精装 | 中楼层(共25层)  | 暂无数据,0人关注 / 8个月以前发布,61.8,"4,447元/平"
鑫泰小区，大三房，精装修，提包入住,鑫泰小区 -柳南万达,3室2厅 | 135.83平米 | 南 北 | 简装 | 高楼层(共8层)  | 塔楼,2人关注 / 一年前发布,76,"5,596元/平"
柳南万达旁航银路天富华庭小区精装3房,天富华庭 -航三路商圈,3室2厅 | 119.07平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 5个月以前发布,80,"6,719元/平"
阳光100商圈彩虹城精装3房1卫户型采光好业主诚信出售,碧桂苑 -阳光100商圈,3室2厅 | 98.66平米 | 北 | 精装 | 低楼层(共26层)  | 塔楼,6人关注 / 6个月以前发布,120,"12,163元/平"
冠亚精装3房2卫 户型方正 采光好,冠亚·国际星城东区 -古亭山商圈,3室2厅 | 106.74平米 | 南 | 精装 | 低楼层(共26层)  | 塔楼,2人关注 / 一年前发布,90,"8,432元/平"
柳南区谷埠街国际商贸城精装三房出售,谷埠街国际商城 -谷埠街商圈,3室2厅 | 154.21平米 | 东 | 简装 | 高楼层(共17层)  | 板塔结合,2人关注 / 6个月以前发布,118,"7,652元/平"
第七地质队旁 金地苑全新毛坯三房 带20平车库 采光好,金地苑 -昌厦荣府,3室2厅 | 106.43平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,65,"6,108元/平"
毛坯反正3房，电梯好楼层，看房方便。,怡和天成苑 -万象城商圈,3室2厅 | 104.18平米 | 南 | 毛坯 | 中楼层(共12层)  | 塔楼,7人关注 / 一年前发布,90,"8,639元/平"
万象商圈温馨花园电梯精装房 有车位,温馨花園 -万象城商圈,3室2厅 | 130平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,5人关注 / 一年前发布,145,"11,154元/平"
恒江源2房 全小区总价低价 采光充足,恒江源 -高新技术开发区,2室2厅 | 70.37平米 | 北 | 精装 | 低楼层(共32层)  | 板塔结合,6人关注 / 一年前发布,118,"16,769元/平"
白沙路保利旁步梯5楼2房出售36万,跃进小区 -保利商圈,2室1厅 | 52平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,36,"6,924元/平"
此房满五唯一，电梯小高层2梯5户，2013年竣的,壶东苑 -河东开发区,2室2厅 | 88.49平米 | 南 北 | 毛坯 | 中楼层(共15层)  | 塔楼,7人关注 / 一年前发布,74,"8,363元/平"
拉堡瑞丽苑，清水毛坯，电梯洋房,瑞丽苑 -柳江商业广场,3室2厅 | 106.41平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 暂无数据,0人关注 / 7个月以前发布,68,"6,391元/平"
鹿山花苑 3室2厅 北 南,鹿山花苑 -高新技术开发区,3室2厅 | 91.42平米 | 北 南 | 精装 | 高楼层(共8层)  | 板楼,3人关注 / 6个月以前发布,74,"8,095元/平"
配套齐全，出行交通方便，业主诚心出售,万佳濠庭 -航二路商圈,3室2厅 | 101平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,1人关注 / 5个月以前发布,76,"7,525元/平"
盛天悦景台，毛坯，户型方正、地段成熟，设施完善,盛天悦景台A区 -恒大商圈,3室2厅 | 130.15平米 | 南 | 毛坯 | 中楼层(共29层)  | 塔楼,3人关注 / 一年前发布,138,"10,604元/平"
步梯四楼房子户型方正，格局合理房东急卖,畔山领秀 -龙潭公园,3室2厅 | 119.08平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,86,"7,223元/平"
柳南区 飞鹅路 金鹅福地 2房2厅 精装 朝南 户型方正,金鹅福地 -城站路商圈,2室2厅 | 86.63平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,2人关注 / 一年前发布,78,"9,004元/平"
毛坯反正3房，电梯好楼层，看房方便。,怡和天成苑 -万象城商圈,3室2厅 | 104.18平米 | 南 | 毛坯 | 中楼层(共12层)  | 塔楼,7人关注 / 一年前发布,90,"8,639元/平"
万象商圈温馨花园电梯精装房 有车位,温馨花園 -万象城商圈,3室2厅 | 130平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,5人关注 / 一年前发布,145,"11,154元/平"
恒江源2房 全小区总价低价 采光充足,恒江源 -高新技术开发区,2室2厅 | 70.37平米 | 北 | 精装 | 低楼层(共32层)  | 板塔结合,6人关注 / 一年前发布,118,"16,769元/平"
融创九棠府，4房2厅户型够方正 全新毛坯 电梯中层,融创·九棠府 -航三路商圈,4室2厅 | 119平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,5人关注 / 7个月以前发布,107,"8,992元/平"
户型方正，采光明亮，视野宽阔，南北通透，交通便利,滨江西路 -青云商圈,2室1厅 | 57.73平米 | 南 北 | 简装 | 高楼层(共9层)  | 板楼,2人关注 / 7个月以前发布,43.2,"7,484元/平"
居上好人家电梯低层，近公园，出行方便,居上好人家 -马鹿山商圈,3室2厅 | 124.87平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,2人关注 / 一年前发布,112,"8,970元/平"
鹿山花苑 3室2厅 北 南,鹿山花苑 -高新技术开发区,3室2厅 | 91.42平米 | 北 南 | 精装 | 高楼层(共8层)  | 板楼,3人关注 / 6个月以前发布,74,"8,095元/平"
白沙路保利旁步梯5楼2房出售36万,跃进小区 -保利商圈,2室1厅 | 52平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,36,"6,924元/平"
拉堡瑞丽苑，清水毛坯，电梯洋房,瑞丽苑 -柳江商业广场,3室2厅 | 106.41平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 暂无数据,0人关注 / 7个月以前发布,68,"6,391元/平"
此房满五唯一，电梯小高层2梯5户，2013年竣的,壶东苑 -河东开发区,2室2厅 | 88.49平米 | 南 北 | 毛坯 | 中楼层(共15层)  | 塔楼,7人关注 / 一年前发布,74,"8,363元/平"
盛天悦景台，毛坯，户型方正、地段成熟，设施完善,盛天悦景台A区 -恒大商圈,3室2厅 | 130.15平米 | 南 | 毛坯 | 中楼层(共29层)  | 塔楼,3人关注 / 一年前发布,138,"10,604元/平"
步梯两房阳光楼层，总价低，繁华地段,北站路东二巷45号 -三中商圈,2室2厅 | 70.75平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,35,"4,947元/平"
配套齐全，出行交通方便，业主诚心出售,万佳濠庭 -航二路商圈,3室2厅 | 101平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,1人关注 / 5个月以前发布,76,"7,525元/平"
十一冶6楼健康楼层视野开阔，楼层好，户型方正,十一冶一区 -十一冶商圈,2室2厅 | 71.87平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,6人关注 / 10个月以前发布,37,"5,149元/平"
四季花都A区大二房，精装修含家电家具，拎包入住。,四季花都A区 -保利商圈,2室2厅 | 84.73平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,5人关注 / 8个月以前发布,75,"8,852元/平"
乐群路22-1号 3室1厅 东,乐群路22-1号 -汽车总站,3室1厅 | 95.84平米 | 东 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,52.5,"5,478元/平"
五楼大三房，有入户花园，得房率高，小区园林景观。,怡和天成苑 -万象城商圈,3室2厅 | 134.99平米 | 北 | 毛坯 | 低楼层(共15层)  | 塔楼,3人关注 / 一年前发布,112,"8,297元/平"
2014年电梯新房，小区绿化好，户型方正，楼层采光好,怡和天成苑 -万象城商圈,3室2厅 | 127.07平米 | 东南 | 毛坯 | 高楼层(共16层)  | 塔楼,4人关注 / 一年前发布,101,"7,949元/平"
万象华润127万 怡和天成苑 精装大三房  双卫,怡和天成苑 -万象城商圈,3室2厅 | 138.21平米 | 南 | 精装 | 中楼层(共16层)  | 塔楼,0人关注 / 2个月以前发布,127,"9,189元/平"
鱼峰 德润 乘龙汽车厂宿舍 2房 楼下带材房,乘龙汽车技术服务公司职工住宅 -东环商厦,2室2厅 | 70.03平米 | 南 | 简装 | 中楼层(共8层)  | 板塔结合,0人关注 / 一年前发布,59,"8,425元/平"
户型方正，坐北朝南 ，采光好，视野开阔，交通便利,兴佳•汇景天城 -河东开发区,3室2厅 | 92.35平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 暂无数据,1人关注 / 一年前发布,79.5,"8,609元/平"
柳江区兴福小院孝心一楼，精装大3房，家电家具全都有,兴福小院 -柳江商圈,3室2厅 | 120.53平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,1人关注 / 一年前发布,66.9,"5,551元/平"
楼中楼，挂学|曲，好楼层，采光好,金鹿新城 -鹿寨县,3室2厅 | 157平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,8人关注 / 一年前发布,45.1,"2,873元/平"
柳石路龙潭公园旁 花样年大3房  南北双阳台,花样年 -龙潭公园,3室2厅 | 130.11平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,2人关注 / 6个月以前发布,88,"6,764元/平"
财富家园 3室2厅 南,财富家园 -基隆商圈,3室2厅 | 99.56平米 | 南 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 31天以前发布,62,"6,228元/平"
实用三房楼层好，通风采光佳，品牌家具家电，拧包入住,恒大城 -古亭山商圈,3室2厅 | 89.83平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,2人关注 / 一年前发布,68,"7,570元/平"
柳南万达旁康怡家园步梯房装修好户型方正阳台朝南,康怡嘉园 -航一路商圈,3室2厅 | 126.75平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 6个月以前发布,96,"7,574元/平"
户型方正，环境宜人，出行方便，老少皆宜，闹中取静,怡和天成苑 -万象城商圈,3室2厅 | 128.59平米 | 南 | 简装 | 高楼层(共11层)  | 塔楼,6人关注 / 8个月以前发布,100,"7,777元/平"
帝景湾小区三房两厅一卫简装健康楼层，物业好停车方便,帝景湾 -柳城县,4室2厅 | 104.51平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,7人关注 / 8个月以前发布,31,"2,967元/平"
航四路水木新华和美 步梯中层三房 看房方便,水木新华 -航四路商圈,3室2厅 | 115.07平米 | 南 北 | 精装 | 中楼层(共6层)  | 塔楼,0人关注 / 2个月以前发布,83,"7,214元/平"
此房是东城小苑的三房，楼层好，户型方正，可拎包入住,向阳路95号 -柳城县,3室2厅 | 118.49平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 7个月以前发布,42,"3,545元/平"
天江丽都，精装电梯江景房15中，双阳台，视野宽阔,天江丽都 -雅儒商圈,2室2厅 | 103.88平米 | 南 北 | 精装 | 高楼层(共22层)  | 塔楼,2人关注 / 8个月以前发布,98,"9,434元/平"
桂泰小区清水毛坯，三房两厅一卫,桂泰商业广场A区 -柳城县,3室2厅 | 112.09平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 塔楼,0人关注 / 7个月以前发布,46.5,"4,149元/平"
乐群路22-1号 3室1厅 东,乐群路22-1号 -汽车总站,3室1厅 | 95.84平米 | 东 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,52.5,"5,478元/平"
杨柳郡刚需两房朝南全新毛坯无遮挡一线江景房,柳州绿城杨柳郡 -杨柳郡商圈,2室2厅 | 77.43平米 | 南 北 | 毛坯 | 高楼层(共21层)  | 板楼,4人关注 / 8个月以前发布,100,"12,915元/平"
华韵上城三房两厅两卫新装修随时入住,华韵上城 -基隆商圈,3室2厅 | 109.64平米 | 北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,68,"6,203元/平"
工行宿舍 2室1厅 南 北,工行宿舍 -广雅商圈,2室1厅 | 57.1平米 | 南 北 | 简装 | 低楼层(共8层)  | 板楼,0人关注 / 4个月以前发布,50,"8,757元/平"
十一冶6楼健康楼层视野开阔，楼层好，户型方正,十一冶一区 -十一冶商圈,2室2厅 | 71.87平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,6人关注 / 10个月以前发布,37,"5,149元/平"
鱼峰区古亭大道冠亚国际星城西区,冠亚国际星城西区 -古亭山商圈,3室2厅 | 117平米 | 东南 | 毛坯 | 高楼层(共30层)  | 塔楼,1人关注 / 一年前发布,93,"7,949元/平"
胜利路51号 户型方正步梯两房 采光充足,胜利路51号 -胜利商圈,2室1厅 | 60.04平米 | 南 北 | 简装 | 高楼层(共5层)  | 暂无数据,1人关注 / 5个月以前发布,33,"5,497元/平"
柳南万达商圈三房两厅业主诚心出售价格便宜看中可谈,金穗福苑 -柳南万达,3室2厅 | 132.74平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 塔楼,6人关注 / 8个月以前发布,88.3,"6,653元/平"
户型方正，采光明亮，视野宽阔，南北通透，交通便利,滨江西路 -青云商圈,2室1厅 | 57.73平米 | 南 北 | 简装 | 高楼层(共9层)  | 板楼,2人关注 / 7个月以前发布,43.2,"7,484元/平"
五楼大三房，有入户花园，得房率高，小区园林景观。,怡和天成苑 -万象城商圈,3室2厅 | 134.99平米 | 北 | 毛坯 | 低楼层(共15层)  | 塔楼,3人关注 / 一年前发布,112,"8,297元/平"
鱼峰区恒大御景湾精装小洋房看房方便,恒大御景湾 -阳和商圈,3室2厅 | 114.68平米 | 南 | 精装 | 高楼层(共5层)  | 暂无数据,1人关注 / 6个月以前发布,90,"7,848元/平"
户型很好，楼层好，采光充足，配套齐全，交通便利,龙光玖珑府 -柳东新区,3室2厅 | 91.3平米 | 东 | 毛坯 | 高楼层(共32层)  | 板楼,14人关注 / 一年前发布,61,"6,682元/平"
空中花园  一线江景 繁华业街  业主爽快  看中即谈,谷埠街国际商城 -谷埠街商圈,3室2厅 | 149.83平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,12人关注 / 一年前发布,87,"5,807元/平"
房源户型方正，高楼层电梯房，光线充足，视野开阔,龙光玖珑府 -柳东新区,3室2厅 | 118.07平米 | 东南 南 | 简装 | 高楼层(共26层)  | 板塔结合,3人关注 / 6个月以前发布,84.5,"7,157元/平"
柳南万达旁康怡家园步梯房装修好户型方正阳台朝南,康怡嘉园 -航一路商圈,3室2厅 | 126.75平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 6个月以前发布,96,"7,574元/平"
实用三房楼层好，通风采光佳，品牌家具家电，拧包入住,恒大城 -古亭山商圈,3室2厅 | 89.83平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,2人关注 / 一年前发布,68,"7,570元/平"
柳江区兴福小院孝心一楼，精装大3房，家电家具全都有,兴福小院 -柳江商圈,3室2厅 | 120.53平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,1人关注 / 一年前发布,66.9,"5,551元/平"
楼中楼，挂学|曲，好楼层，采光好,金鹿新城 -鹿寨县,3室2厅 | 157平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,8人关注 / 一年前发布,45.1,"2,873元/平"
大美天地优质毛坯4房天然大氧吧,大美天第 -龙潭公园,4室2厅 | 162.94平米 | 南 | 毛坯 | 中楼层(共8层)  | 板塔结合,1人关注 / 5个月以前发布,138,"8,470元/平"
户型方正2房，生活配套齐全，交通方便,雅乐小区 -龙潭公园,2室1厅 | 55.49平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,26,"4,686元/平"
柳南区潭中西路沃尔玛金都汇毛坯出售。,金都汇 -沃尔玛商圈,2室1厅 | 79.9平米 | 南 | 毛坯 | 高楼层(共9层)  | 板楼,12人关注 / 7个月以前发布,33.5,"4,193元/平"
润和苑二期 全新装修 错层结构大3居 配有精致家具,润和苑二期 -城站路商圈,3室2厅 | 115.1平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,86,"7,472元/平"
采光充足，配套设施齐全，交通便利,雅儒路200号 -广雅商圈,2室2厅 | 68平米 | 东 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 8个月以前发布,45,"6,618元/平"
居上百合园 户型方正 精装三房 电梯到小区就可以装好,居上百合园 -城中万达,3室2厅 | 112.86平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,15人关注 / 一年前发布,83,"7,355元/平"
九曲名邸电梯三房好楼层，带车位出售！！！！,九曲名邸 -柳江商业广场,3室2厅 | 123.89平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,85,"6,861元/平"
航鹰大道 银华庄园 户型方正采光好 无需装修拎包入住,银华庄园 -柳邕路商圈,2室2厅 | 81.13平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 8个月以前发布,54,"6,656元/平"
九曲名邸电梯三房好楼层，带车位出售！！！！,九曲名邸 -柳江商业广场,3室2厅 | 123.89平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,85,"6,861元/平"
市委大院 户型好 价格实惠 配套齐全,市委大院 -三中商圈,2室1厅 | 59.76平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,4人关注 / 一年前发布,45.9,"7,681元/平"
满五，户型方正，税费低无事故无纠纷无债权无抵押,宝城苑 -柳南万达,2室2厅 | 87.57平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,52,"5,939元/平"
