标题,开发商,房子信息,发布信息,售价/万,单价
好房推荐盛世雲景153平仅售90万,盛世雲景 -卫东区,4室2厅 | 153.36平米 | 东 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 25天以前发布,90,"5,869元/平"
此房交通方便户型南北通透临公园南门隔壁国际幼儿园。,程庄街35号 -湛河区,3室2厅 | 143平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,1人关注 / 6个月以前发布,66,"4,616元/平"
一楼有证！能停车！户型方正，位置好！适合老年人居住,常绿阳光住宅楼 -湛河区,3室2厅 | 120平米 | 南 北 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,66,"5,500元/平"
建业十八城三期，低楼层！急卖！三室！有证可贷款,建业十八城 -新华区,3室2厅 | 118平米 | 西 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 4个月以前发布,75,"6,356元/平"
小区管理成熟，保安24小时，交通便利,同乐街13号 -卫东区,3室2厅 | 148平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,68.9,"4,656元/平"
三室两厅，通阳台，釆光好，无遮挡。,东风路33号院 -湛河区,3室2厅 | 101平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,50,"4,951元/平"
恒大洋房带露台，精装大3房！东户采光好！,恒大御景半岛 -新华区,3室2厅 | 140平米 | 东 | 精装 | 中楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,175,"12,500元/平"
高品质小区建业森林半岛3+4复式，拎包入住，满五唯一,建业森林半岛 -新华区,5室2厅 | 278平米 | 南 北 | 精装 | 中楼层(共4层)  | 暂无数据,2人关注 / 一年前发布,227,"8,166元/平"
蓝湾新城精装修大三室，南北通风，带室内家具家电,蓝湾新城 -新华区,3室2厅 | 144平米 | 南 | 精装 | 中楼层(共23层)  | 平房,0人关注 / 2个月以前发布,110,"7,639元/平"
九天庄园模范社区 精装一二层 带花园,常绿·九天庄园 -新华区,4室2厅 | 201平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,220,"10,946元/平"
挨着平顶山新一高，中梁壹号院现房，三室两厅两卫,中梁壹号院 -新华区,3室2厅 | 109平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,11人关注 / 一年前发布,67,"6,147元/平"
湖光花园风起园，前排湖景房，经典三室,凤起园 -新华区,3室2厅 | 140平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,108,"7,715元/平"
新城区临湖前排观湖景现房，出门就是平西湖湿地公园！,大唐一品澜山 -新华区,3室2厅 | 132平米 | 西南 | 毛坯 | 中楼层(共26层)  | 板塔结合,1人关注 / 11个月以前发布,106,"8,031元/平"
昕开源市场交通便利 小区环境干净舒适 适合居住,昕开源市场 -新华区,3室2厅 | 152平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,81,"5,329元/平"
君临天下 南北通透 大三室 毛坯房,君临天下 -新华区,3室2厅 | 148平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 暂无数据,5人关注 / 10个月以前发布,88,"5,946元/平"
建业桂园 4室 好楼层 南北双阳台 随时看房,建业桂园 -新华区,4室2厅 | 173平米 | 西 | 精装 | 中楼层(共33层)  | 暂无数据,4人关注 / 一年前发布,123,"7,110元/平"
经典四室2厅2卫大面积，湖景房电梯房,宝创福园小区 -新华区,4室2厅 | 173平米 | 西南 | 毛坯 | 高楼层(共17层)  | 板楼,1人关注 / 6个月以前发布,105,"6,070元/平"
房东诚意出售  毛坯后期随意改动,常绿·林溪美地 -新华区,3室2厅 | 136平米 | 西 | 毛坯 | 高楼层(共30层)  | 暂无数据,0人关注 / 6个月以前发布,89.8,"6,603元/平"
豫森平宝港湾3室2厅2卫 3楼301,豫森·平宝港湾 -卫东区,3室2厅 | 132.08平米 | 东南 | 精装 | 低楼层(共18层)  | 塔楼,1人关注 / 10个月以前发布,89.5,"6,777元/平"
全款新精装，采光好，购物，出行方便,金玉花园 -新华区,3室2厅 | 140平米 | 东南 | 精装 | 低楼层(共29层)  | 暂无数据,1人关注 / 8个月以前发布,91,"6,500元/平"
九天庄园5楼3室两厅两卫！92万看房方便,常绿·九天庄园 -新华区,3室2厅 | 130平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,92,"7,077元/平"
东方星河湾毛坯三室两厅两卫户型方正南北通,东方星河湾 -湛河区,3室2厅 | 159平米 | 东 东南 | 毛坯 | 高楼层(共24层)  | 板楼,1人关注 / 一年前发布,82,"5,158元/平"
大悦城毛坯大三房，户型方正，诚意出售，，。,常绿·大阅城 -新华区,3室2厅 | 116平米 | 南 | 毛坯 | 中楼层(共26层)  | 暂无数据,0人关注 / 一年前发布,75,"6,466元/平"
凤凰花园西苑大平层好位置好楼层带车位储藏室包更名,凤凰花园A02秋实苑 -新华区,4室2厅 | 188平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 板塔结合,0人关注 / 9个月以前发布,142,"7,554元/平"
广厦御园 3室2厅 南,广厦御园 -湛河区,3室2厅 | 148平米 | 南 | 精装 | 低楼层(共12层)  | 暂无数据,0人关注 / 5个月以前发布,128,"8,649元/平"
碧桂园天玺124平精装修有证满二124.5万,碧桂园天玺 -卫东区,3室2厅 | 123平米 | 西 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 10个月以前发布,124.5,"10,122元/平"
名门世家精装修拎包住120平有证满二带车位143万,名门世家 -新华区,3室2厅 | 120平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,0人关注 / 5个月以前发布,143,"11,917元/平"
大乘领仕馆 3室2厅 东,大乘领仕馆 -湛河区,3室2厅 | 134平米 | 东 | 毛坯 | 低楼层(共26层)  | 板楼,0人关注 / 6个月以前发布,73,"5,448元/平"
万达旁天园小区158平5楼，四室两厅一卫简装，有证,天园小区 -卫东区,3室1厅 | 158平米 | 西 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,75,"4,747元/平"
大悦城毛坯大三房，户型方正，诚意出售，，。,常绿·大阅城 -新华区,3室2厅 | 116平米 | 南 | 毛坯 | 中楼层(共26层)  | 暂无数据,0人关注 / 一年前发布,75,"6,466元/平"
彩虹小区 3室2厅 东南,彩虹小区 -湛河区,3室2厅 | 107平米 | 东南 | 毛坯 | 低楼层(共34层)  | 暂无数据,0人关注 / 3个月以前发布,65,"6,075元/平"
碧桂园应国府122平三室两厅有证可贷款,碧桂园应国府 -卫东区,3室2厅 | 122平米 | 东 | 精装 | 高楼层(共32层)  | 板楼,1人关注 / 4个月以前发布,138,"11,312元/平"
此房有证满2无高税，精装不用大动，有地暖，客厅朝南,平顶山恒大名都 -湛河区,4室2厅 | 136.9平米 | 东 | 简装 | 低楼层(共33层)  | 暂无数据,0人关注 / 8个月以前发布,95,"6,940元/平"
姚电大道西段 5楼三室 有证有暖可分期 停车方便,阳光苑小区 -湛河区,3室2厅 | 115平米 | 西 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,43.5,"3,783元/平"
精品嘉园简装错层3室2厅2卫149平  有证,精品嘉园 -湛河区,3室2厅 | 149平米 | 东 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 6个月以前发布,68,"4,564元/平"
有证满二.户型方正.采光好.看房方便,京华金域蓝湾 -湛河区,3室2厅 | 128.79平米 | 南 北 | 精装 | 中楼层(共29层)  | 平房,0人关注 / 4个月以前发布,110,"8,542元/平"
碧桂园122平三室精装，没有住过，室内有一个小储藏间,碧桂园 -湛河区,3室2厅 | 120平米 | 西南 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 3个月以前发布,90.8,"7,567元/平"
银基誉府173平洋房4室南北双阳台80平储藏室车位,银基誉府 -湛河区,4室2厅 | 172平米 | 西 | 毛坯 | 低楼层(共6层)  | 暂无数据,3人关注 / 11个月以前发布,215,"12,500元/平"
沁园小区2楼精装3室2厅123平有证有暖可以商贷,沁园东院 -湛河区,3室2厅 | 123平米 | 东 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,63,"5,122元/平"
水岸佳园小区三室两厅两卫户型合理，通透,水岸佳苑 -卫东区,3室2厅 | 133平米 | 东南 | 简装 | 高楼层(共32层)  | 暂无数据,4人关注 / 11个月以前发布,65,"4,888元/平"
优越路中段小区属花园式小区三室两厅两卫错层有证,优越路126号 -卫东区,3室2厅 | 153平米 | 西南 西 | 简装 | 中楼层(共7层)  | 暂无数据,3人关注 / 5个月以前发布,90,"5,883元/平"
水岸家苑123平方，三室两厅一卫有证可分期！,水岸佳苑 -卫东区,3室2厅 | 123平米 | 西南 | 毛坯 | 高楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,59,"4,797元/平"
瑞星花园毛坯现房 户型方正 全款房 位置好,瑞星花园 -卫东区,5室3厅 | 330平米 | 东南 | 毛坯 | 高楼层(共34层)  | 暂无数据,1人关注 / 11个月以前发布,129,"3,910元/平"
湖景大平层，佳田西湖岸洋房，精装修拎包入住离湖30米,佳田西湖岸 -新华区,4室2厅 | 205平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,0人关注 / 10个月以前发布,230,"11,220元/平"
临湖宜居电梯洋房，全屋定制，全新基本未住，可观湖,佳田西湖岸 -新华区,3室2厅 | 139平米 | 南 北 | 精装 | 中楼层(共6层)  | 塔楼,1人关注 / 一年前发布,168,"12,087元/平"
有车位，包更名，可观湖 ，凤凰花园采光好 户型方正,凤凰花园A02秋实苑 -新华区,3室2厅 | 126平米 | 南 | 毛坯 | 中楼层(共29层)  | 塔楼,1人关注 / 一年前发布,89,"7,064元/平"
精装修一天未住 诚意出售 位置好,常绿·林溪美地 -新华区,3室2厅 | 108平米 | 东南 | 精装 | 高楼层(共30层)  | 暂无数据,0人关注 / 2个月以前发布,79,"7,315元/平"
蓝湾新城，精装三室两厅两卫，适合居住。,蓝湾新城 -新华区,3室2厅 | 137平米 | 南 | 精装 | 低楼层(共29层)  | 塔楼,0人关注 / 1个月以前发布,116,"8,468元/平"
九天庄园更便宜的装修三楼，真正拎包入住97万,常绿·九天庄园 -新华区,3室2厅 | 136平米 | 西 | 精装 | 中楼层(共6层)  | 暂无数据,4人关注 / 11个月以前发布,93,"6,839元/平"
精装带东西.有证满2年，可贷款.临湖诚意出售,建业森林半岛 -新华区,3室2厅 | 140平米 | 西 | 精装 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,100,"7,143元/平"
康馨苑小区198平 4室2厅 临湖而居 交通便利 适合居住,康馨苑 -新华区,4室2厅 | 198平米 | 南 北 | 简装 | 高楼层(共5层)  | 暂无数据,3人关注 / 11个月以前发布,103,"5,203元/平"
建业十八城小高层四室两厅两卫毛坯房,建业十八城 -新华区,3室2厅 | 142平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 5个月以前发布,98,"6,902元/平"
洋房四室！带大露台！恒大御景半岛全新精装有钥匙！,恒大御景半岛 -新华区,4室2厅 | 154平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,2人关注 / 11个月以前发布,190.1,"12,345元/平"
此房为三室两厅一厨两卫，纯毛坯房。,林溪美境 -新华区,3室2厅 | 108平米 | 西 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 7个月以前发布,70,"6,482元/平"
建业桂园大平层200四室三卫南北通已装急售139万,建业桂园 -新华区,4室2厅 | 200平米 | 南 北 | 精装 | 中楼层(共33层)  | 暂无数据,3人关注 / 8个月以前发布,136,"6,800元/平"
九天城藏龙小区 ，四室两厅两卫，交通便利，小区干净,九天城藏珑 -新华区,4室2厅 | 162平米 | 西 | 精装 | 低楼层(共7层)  | 暂无数据,2人关注 / 10个月以前发布,268,"16,544元/平"
临湖房 建业森林半岛洋房有证有暖即买即住,建业森林半岛 -新华区,3室2厅 | 139平米 | 南 北 | 简装 | 中楼层(共6层)  | 平房,4人关注 / 一年前发布,100,"7,195元/平"
九天庄园三室两厅交通便利，小区环境干净舒适适合居住,常绿·九天庄园 -新华区,3室2厅 | 123平米 | 西 | 简装 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,122,"9,919元/平"
常绿·九天庄园 4室3厅 南,常绿·九天庄园 -新华区,4室3厅 | 243平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,139,"5,721元/平"
湖光花园 高层湖景房，三室带露台，有证可贷款。,湖光·凤舞园 -新华区,3室1厅 | 139平米 | 西 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,87,"6,259元/平"
林溪美地南北双阳台通透 前排观湖视野开阔,常绿·林溪美地 -新华区,3室2厅 | 121.17平米 | 南 北 | 毛坯 | 中楼层(共31层)  | 暂无数据,0人关注 / 1个月以前发布,78,"6,438元/平"
姚电社区 3室1厅 南,姚电社区 -湛河区,3室1厅 | 105平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 4个月以前发布,35,"3,334元/平"
林溪美境前排精装修观湖复式近300平有露台有证满两年,林溪美境 -新华区,6室3厅 | 207平米 | 南 | 精装 | 高楼层(共16层)  | 暂无数据,0人关注 / 10个月以前发布,195,"9,421元/平"
新华路上大乘领仕馆131平三室两厅1卫,大乘领仕馆 -湛河区,3室2厅 | 131平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 2个月以前发布,75,"5,726元/平"
马庄转盘盛世华庭127平三室双卫,盛世华庭 -湛河区,3室2厅 | 127平米 | 南 北 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 2个月以前发布,78,"6,142元/平"
明珠世纪城B区6+7两层中等装修拎包入住，有证,明珠世纪城B区 -卫东区,4室4厅 | 157平米 | 南 西 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,75,"4,778元/平"
千田新开元132平精装拎包入住有证户型合理干净舒适,千田·新开元 -湛河区,3室2厅 | 132平米 | 东 西 | 简装 | 中楼层(共30层)  | 暂无数据,0人关注 / 5个月以前发布,88,"6,667元/平"
恒大名都127平带入户花园 二次装修 全屋硅藻泥 拎包住,平顶山恒大名都 -湛河区,3室2厅 | 126.57平米 | 东 | 精装 | 低楼层(共33层)  | 板楼,3人关注 / 一年前发布,83,"6,558元/平"
明珠世纪城 五室 224平方 复式房 有露台  适合居住,明珠世纪城B区 -卫东区,5室4厅 | 224平米 | 东 西 | 毛坯 | 高楼层(共7层)  | 暂无数据,3人关注 / 11个月以前发布,93.2,"4,161元/平"
昌建峰璟  124平3室2厅2卫 75万 开源路,昌建·峰璟 -湛河区,3室2厅 | 124平米 | 南 | 毛坯 | 中楼层(共34层)  | 暂无数据,0人关注 / 2个月以前发布,75,"6,049元/平"
康达彩虹小区3室2厅交通方便适合居住。,彩虹小区 -湛河区,3室2厅 | 132.05平米 | 东 | 精装 | 高楼层(共33层)  | 暂无数据,2人关注 / 一年前发布,85,"6,437元/平"
九龙广场三室两厅两卫 毛坯诚意出售,九龙广场 -湛河区,3室2厅 | 129平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 8个月以前发布,77.6,"6,016元/平"
瑞星花园毛坯复式交通便利，小区环境干净舒适适合居住,瑞星花园 -卫东区,8室2厅 | 334.71平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 暂无数据,2人关注 / 10个月以前发布,167.4,"5,002元/平"
平安景苑198平毛胚5室户型方正适居住80万,平安景苑 -湛河区,5室3厅 | 198平米 | 东 | 毛坯 | 高楼层(共31层)  | 板楼,0人关注 / 4个月以前发布,80,"4,041元/平"
东安路与矿工路 好户型 有暖 小区管理好房子新,立威蓝钻 -卫东区,4室2厅 | 201.5平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 5个月以前发布,74.8,"3,713元/平"
中骏世界城银基誉府146平四室两厅两卫急售,银基誉府 -湛河区,4室2厅 | 148平米 | 西南 | 简装 | 高楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,116.8,"7,892元/平"
恒大名都三室两厅有证满二年，全屋精装，拎包入住,平顶山恒大名都 -湛河区,3室2厅 | 110平米 | 东 | 精装 | 中楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,78,"7,091元/平"
公交家属院114.64平3室2厅1卫户型方正采光好有暖气,公交家属院 -湛河区,3室2厅 | 114.64平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,4人关注 / 一年前发布,52,"4,536元/平"
恒大名都101平精装三室两厅一卫 好楼层,平顶山恒大名都 -湛河区,3室2厅 | 101平米 | 西南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 4个月以前发布,68,"6,733元/平"
银基交通便利 小区环境干净舒适 适合居住,银基誉府 -湛河区,3室2厅 | 122平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,2人关注 / 一年前发布,92,"7,541元/平"
平安景苑127平3室2厅2卫楼层好户型方正适合居住,平安景苑 -湛河区,3室2厅 | 127平米 | 东 | 毛坯 | 低楼层(共32层)  | 塔楼,0人关注 / 1个月以前发布,62.5,"4,922元/平"
恒大名都~精装三室，104平有证，有暖满五唯一，,平顶山恒大名都 -湛河区,3室2厅 | 106平米 | 东 | 简装 | 低楼层(共33层)  | 板楼,0人关注 / 9个月以前发布,75,"7,076元/平"
